No,Keyword,Volume,Position,Estimated Visits,CPC,Paid Difficulty,SEO Difficulty,Ranking URL,City,State,Country,Region,URL_Location,Category,Unknown,Remaining_data,Url_Keywords,Priority Rank
487,samsung ultra,201000,23,864,$0.01,99,77,https://www.olx.in/en-in/mobiles_c1411/q-samsung-ultra,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
488,paschim vihar delhi,201000,26,542,$0.18,9,45,https://www.olx.in/en-in/paschim-vihar_g5328351/jobs_c4,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
489,jawa,201000,6,19557,$0.02,4,62,https://www.olx.in/en-in/tamil-nadu_g2001173/motorcycles_c81/q-bullet-all?filter=make_eq_motorcycles-jawa,Unknown,Tamil Nadu,India,South,Unknown,Unknown,,,,1
490,apartment,246000,50,422,$1.49,14,65,https://www.olx.in/for-rent-houses-apartments_c1723,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
491,200,201000,25,542,$0.29,1,43,https://www.olx.in/motorcycles_c81/q-rs-200,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
492,verna,201000,20,1025,$0.09,5,62,https://www.olx.in/cars_c84/q-verna,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
493,ulhasnagar,165000,35,422,$0,5,62,https://www.olx.in/en-in/ulhasnagar_g5326832/jobs_c4,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
494,rajahmundry in andhra pradesh,165000,33,422,$0.25,1,38,https://www.olx.in/en-in/rajahmundry_g4058567/other-jobs_c65,Rajahmundry,Unknown,Unknown,Unknown,Rajahmundry,Unknown,,,,1
495,lajpat nagar market delhi,165000,49,422,$0,2,35,https://www.olx.in/lajpat-nagar-1_g5327879/mobile-phones_c1453,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
496,hayabusa,201000,48,422,$0.01,4,62,https://www.olx.in/motorcycles_c81/q-tier?filter=model_eq_suzuki-hayabusa,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
497,cost washing machine,201000,54,422,$0.06,98,44,https://www.olx.in/washing-machine_c1615/q-price-in,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
498,bullet standard 350,201000,7,13245,$0.21,3,42,https://www.olx.in/en-in/royal-enfield-motorcycles_c81/q-standard-bullet-model,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
499,rolex for men,201000,39,422,$0.31,72,26,https://www.olx.in/men_c1793/q-rolex-watch,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
500,kodungallur,201000,82,422,$0.74,1,60,https://www.olx.in/kodungallur_g4058874/for-rent-houses-apartments_c1723,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
501,alto 800,201000,16,1829,$0.13,5,49,https://www.olx.in/cars_c84/q-alto-800,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
502,bmw m4 car price india,165000,12,3959,$0.89,1,19,https://www.olx.in/cars_c84?filter=model_eq_bmw-m4-competition,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
503,man watch rolex,201000,33,422,$0.31,72,30,https://www.olx.in/men_c1793/q-rolex-watch,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
504,railway station in vadodara,165000,89,422,$0,9,37,https://www.olx.in/ajwa-road_g5461148/properties_c3?page=4,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
505,kerala nilambur,201000,105,422,$0.14,1,22,https://www.olx.in/item/for-rent-houses-apartments-c1723-2-bhk-apartments-1500-sq-ft-in-muthukadu-nilambur-iid-1840380516,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
506,bullet 350 price classic,201000,20,864,$0.42,1,32,https://www.olx.in/motorcycles_c81/q-royal-enfield-classic-350,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
507,brezza car diesel price,201000,15,1829,$0.06,10,28,https://www.olx.in/maharashtra_g2001163/cars_c84/q-brezza-diesel,Unknown,Maharashtra,India,West,Unknown,Unknown,,,,1
508,bmw m4 price in india,135000,19,1125,$8.91,1,35,https://www.olx.in/cars_c84?filter=model_eq_bmw-m4-competition,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
509,tiffin service near me,201000,50,422,$0.07,9,37,https://www.olx.in/en-in/dehradun_g4059236/other-services_c625/q-tiffin-services,Dehradun,Unknown,Unknown,Unknown,Dehradun,Unknown,,,,1
510,shivpuri india,201000,83,422,$0.08,1,42,https://www.olx.in/item/cars-c84-used-hyundai-grand-i10-in-indra-colony-shivpuri-iid-1840318214,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
511,wardha in maharashtra,201000,107,422,$0.35,1,22,https://www.olx.in/item/sales-marketing-c62-full-time-in-ganesh-nagar-wardha-iid-1839864410,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
512,new delhi railway station metro side,201000,18,1125,$0.01,1,26,https://www.olx.in/blog/expert-advice/nearest-metro-station-new-delhi-railway-station-guide/,New Delhi,Delhi,India,North,New Delhi,Unknown,,,,1
513,lenovo to laptop,201000,40,422,$0.07,91,44,https://www.olx.in/computers-laptops_c1505/q-laptop-lenovo,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
514,car verna,201000,30,422,$0.12,9,41,https://www.olx.in/cars_c84/q-verna,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
515,clothes washer price,201000,39,422,$0.05,98,62,https://www.olx.in/item/washing-machines-c1615-washing-machine-at-best-price-in-arya-village-bhubaneshwar-iid-1840294702,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
516,wardrobes,201000,48,422,$0.12,98,90,https://www.olx.in/furniture_c628/q-wardrobe,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
517,motihari bihar,165000,71,422,$0,1,47,https://www.olx.in/en-in/motihari_g4058638/teacher_c53,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
518,shivpuri madhya pradesh,201000,36,422,$0.14,3,43,https://www.olx.in/shivpuri_g5342626/scooters_c1413,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
519,realme p4x,246000,41,422,$0.10,83,72,https://www.olx.in/item/mobile-phones-c1453-used-realme-in-east-of-kailash-delhi-iid-1840369928,Delhi,Delhi,India,North,Delhi,Unknown,,,,1
520,theni,201000,30,462,$0,1,60,https://www.olx.in/en-in/theni_g4059214/driver_c2206,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
521,bhel,246000,66,422,$0.82,1,71,https://www.olx.in/bhel_g5347493/for-rent-houses-apartments_c1723,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
522,brezza price diesel,246000,16,1185,$0.05,12,46,https://www.olx.in/cars_c84/q-vitara-brezza,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
523,thar roxx,201000,40,422,$2.56,1,48,https://www.olx.in/cars_c84?filter=model_eq_mahindra-thar-roxx,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
524,men rolex watches,165000,26,482,$0.30,65,19,https://www.olx.in/men_c1793/q-rolex-watch,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
525,pulsar 220,246000,22,864,$0.02,3,48,https://www.olx.in/motorcycles_c81/q-pulsar-220,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
526,firozabad,201000,50,422,$0,1,60,https://www.olx.in/en-in/firozabad_g5415373/mobile-phones_c1453?filter=make_eq_iphone,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
527,gulmarg,246000,45,422,$0.13,1,60,https://www.olx.in/en-in/gulmarg_g4394709/properties_c3,Gulmarg,Unknown,Unknown,Unknown,Gulmarg,Unknown,,,,1
528,brezza diesel price,246000,32,422,$0.05,12,46,https://www.olx.in/en-in/cars_c84/q-brezza-diesel,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
529,cds movie,201000,15,2271,$0.04,1,25,https://www.olx.in/en-in/items/q-cd-movies,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
530,sector 14,201000,22,663,$0.18,4,49,https://www.olx.in/en-in/sector-14_g5309669/cook_c2202,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
531,hayabusa hayabusa,201000,45,422,$0.04,1,39,https://www.olx.in/en-in/motorcycles_c81/q-suzuki-hayabusa?filter=model_eq_suzuki-hayabusa,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
532,gurgaon sector 14,201000,41,422,$0.23,9,45,https://www.olx.in/item/cars-c84-used-maruti-suzuki-brezza-in-sector-14-gurgaon-iid-1840254365,Gurugram,Unknown,Unknown,Unknown,Gurugram,Unknown,,,,1
533,gown woman,201000,86,422,$0.02,99,53,https://www.olx.in/item/women-c1795-gown-for-women-in-jai-vihar-delhi-iid-1840355082,Delhi,Delhi,India,North,Delhi,Unknown,,,,1
534,electronic shop near me,201000,51,422,$0.30,13,38,https://www.olx.in/bengaluru_g4058803/electronics-appliances_c99,Bengaluru,Unknown,Unknown,Unknown,Bengaluru,Unknown,,,,1
535,madhya pradesh khandwa,201000,16,2271,$0.10,1,40,https://www.olx.in/khandwa_g4058921/properties_c3,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
536,lenovo laptops,201000,74,422,$0.12,92,49,https://www.olx.in/item/computers-laptops-c1505-laptop-used-lenovo-in-bhavanipuram-vijayawada-iid-1840859936,Vijayawada,Unknown,Unknown,Unknown,Vijayawada,Unknown,,,,1
537,ns 400,201000,10,3959,$0.08,1,48,https://www.olx.in/en-in/motorcycles_c81?filter=model_eq_motorcycles-bajaj-pulsar-ns400z,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
538,miraj,201000,65,422,$0.01,1,61,https://www.olx.in/en-in/sangli-miraj_g4059019,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
539,price of scooters,201000,73,422,$0.02,9,54,https://www.olx.in/kolkata_g4157275/scooters_c1413,Kolkata,Unknown,Unknown,Unknown,Kolkata,Unknown,,,,1
540,best camera in phone,201000,107,422,$0.06,98,39,https://www.olx.in/item/mobile-phones-c1453-used-oppo-in-kasimpur-pakrikhera-lucknow-iid-1840278640,Lucknow,Unknown,Unknown,Unknown,Lucknow,Unknown,,,,1
541,apartments,246000,14,3015,$1.49,14,57,https://www.olx.in/for-rent-houses-apartments_c1723,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
542,wardha location,201000,47,422,$0.17,1,26,https://www.olx.in/en-in/item/other-jobs-c65-full-time-in-buddha-nagar-wardha-iid-1840353003,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
543,motihari in bihar,201000,19,1507,$0.08,1,43,https://www.olx.in/motihari_g4058638,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
544,ramanathapuram,201000,32,422,$0.30,1,61,https://www.olx.in/en-in/ramanathapuram_g4059206/sales-marketing_c62,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
545,pigeon,201000,48,422,$0.24,1,60,https://www.olx.in/pets_c103/q-pigeon,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
546,farrukhabad in up,201000,71,422,$0.09,1,30,https://www.olx.in/en-in/farrukhabad-industrial-area_g5340354/jobs_c4,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
547,mahindra thar,246000,38,422,$1.29,4,49,https://www.olx.in/puducherry_g4059067/cars_c84?filter=model_eq_mahindra-thar,Puducherry,Puducherry,India,South,Puducherry,Unknown,,,,1
548,dell notebook laptop,246000,41,422,$0.22,93,70,https://www.olx.in/computers-laptops_c1505/q-dell,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
549,stoves gas range,165000,47,346,$0.02,96,21,https://www.olx.in/kitchen-other-appliances_c1417/q-gas-stove,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
550,tvs apache,201000,57,346,$0.02,3,48,https://www.olx.in/en-in/madurai_g4059188/motorcycles_c81?filter=model_eq_tvs-apache-rtr-160,Madurai,Unknown,Unknown,Unknown,Madurai,Unknown,,,,1
551,marshall speaker,165000,49,346,$0.24,99,77,https://www.olx.in/electronics-appliances_c99/q-marshall,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
552,shoes air jordan,201000,40,346,$0.03,96,20,https://www.olx.in/men_c1793/q-jordan-shoes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
553,royal enfield gt650,165000,40,346,$0.30,1,38,https://www.olx.in/en-in/motorcycles_c81/q-continental-gt,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
554,price g wagon,165000,28,363,$0.56,4,33,https://www.olx.in/en-in/mercedes-benz-cars_c84/q-mercedes-g-class,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
555,drone camera,201000,42,346,$0.01,96,76,https://www.olx.in/cameras-lenses_c1517/q-drone,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
556,bmw m3,135000,19,924,$8.31,1,48,https://www.olx.in/bmw-cars_c84/q-bmw-m3,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
557,5g phone,165000,45,346,$0.07,99,77,https://www.olx.in/mobiles_c1411/q-5g-phone,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
558,sr nagar hyderabad,165000,24,445,$0.11,5,28,https://www.olx.in/hyderabad_g4058526/q-sr-nagar,Hyderabad,Unknown,Unknown,Unknown,Hyderabad,Unknown,,,,1
559,omega sa watch,165000,35,346,$0.28,97,47,https://www.olx.in/men_c1793/q-omega-watch,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
560,sector 36 chandigarh,165000,22,709,$0.11,1,19,https://www.olx.in/chandigarh_g4058651/properties_c3/q-sector-36,Unknown,Chandigarh,India,North,Unknown,Unknown,,,,1
561,scooty tvs,165000,48,346,$0.03,7,50,https://www.olx.in/en-in/tamil-nadu_g2001173/q-tvs-scooter,Unknown,Tamil Nadu,India,South,Unknown,Unknown,,,,1
562,rolls royce price,246000,25,445,$0.01,1,42,https://www.olx.in/en-in/cars_c84/q-rolls-royce,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
563,mi m i,165000,48,346,$0.06,1,37,https://www.olx.in/item/accessories-c1457-mobile-in-king-market-kurnool-iid-1840294628,Kurnool,Unknown,Unknown,Unknown,Kurnool,Unknown,,,,1
564,kia carnival car,165000,31,346,$0.47,4,35,https://www.olx.in/cars_c84/q-kia?filter=model_eq_kia-carnival,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
565,airport chandigarh,165000,42,346,$0.09,3,31,https://www.olx.in/item/other-jobs-c65-full-time-in-sector-4a-chandigarh-iid-1840254413,Unknown,Chandigarh,India,North,Unknown,Unknown,,,,1
566,royal rolls royce price,165000,22,841,$0.16,1,38,https://www.olx.in/en-in/cars_c84/q-rolls-royce,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
567,ronin bike,135000,22,544,$0.01,21,54,https://www.olx.in/en-in/motorcycles_c81/q-tvs?filter=model_eq_tvs-ronin,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
568,r x 100,165000,6,16054,$0.27,1,25,https://www.olx.in/en-in/motorcycles_c81/q-rx100,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
569,vit in vellore,201000,34,346,$0.31,18,48,https://www.olx.in/en-in/vit_g5337839/pg-guest-houses_c1449,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
570,kheda,135000,30,363,$0,1,61,https://www.olx.in/en-in/kheda_g4394091/for-rent-houses-apartments_c1723,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
571,jeep compass,165000,18,973,$0.41,4,49,https://www.olx.in/cars_c84/q-jeep-compass,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
572,i phone 8,165000,11,3250,$0.02,33,50,https://www.olx.in/en-in/mobiles_c1411/q-iphone-8-64gb,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
573,mg windsor ev,201000,42,346,$0.35,13,46,https://www.olx.in/chandigarh-airport-area_g5303809/cars_c84?filter=model_eq_mg-windsor-ev,Unknown,Chandigarh,India,North,Unknown,Unknown,,,,1
574,mac pro,9900,47,346,$0.18,75,43,https://www.olx.in/en-in/computers-laptops_c1505/q-macbook-pro,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
575,prozone mall,165000,62,346,$0.02,15,52,https://www.olx.in/en-in/saravanampatti_g5335324/sales-marketing_c62,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
576,cylinder,135000,50,346,$0.23,1,60,https://www.olx.in/kitchen-other-appliances_c1417/q-gas-cylinder,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
577,car hot wheels,165000,34,346,$0.01,97,64,https://www.olx.in/other-hobbies_c755/q-hot-wheels,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
578,activa 125,165000,26,544,$0.13,6,49,https://www.olx.in/en-in/scooters_c1413/q-activa-125,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
579,vivo t3 pro,450000,84,346,$0.02,99,72,https://www.olx.in/mobile-phones_c1453/q-vivo-5g,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
580,oneplus 12,201000,55,346,$0.01,96,76,https://www.olx.in/mobile-phones_c1453?filter=make_eq_one-plus,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
581,dish tv,165000,46,346,$0.29,21,54,https://www.olx.in/item/tvs-video-audio-c1523-dish-tv-hd-set-top-box-in-dhayri-pune-iid-1841064525,Pune,Unknown,Unknown,Unknown,Pune,Unknown,,,,1
582,iphone 17 pro price,165000,40,346,$0.10,80,18,https://www.olx.in/ghaziabad_g4059280/mobile-phones_c1453/q-dams?filter=make_eq_iphone,Ghaziabad,Unknown,Unknown,Unknown,Ghaziabad,Unknown,,,,1
583,hot wheels car,165000,32,346,$0.01,97,72,https://www.olx.in/other-hobbies_c755/q-hot-wheels,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
584,bareilly junction,110000,93,346,$0,2,48,https://www.olx.in/ujhani_g4059349/for-sale-houses-apartments_c1725?filter=type_eq_houses&page=3,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
585,vivo new mobiles,165000,100,346,$0.01,99,64,https://www.olx.in/en-in/gandhinagar_g4058698/mobile-phones_c1453?filter=make_eq_vivo-phone,Gandhinagar,Unknown,Unknown,Unknown,Gandhinagar,Unknown,,,,1
586,tvs scooty,165000,21,709,$0.02,5,49,https://www.olx.in/tamil-nadu_g2001173/tvs-scooters_c1413/q-scooty?filter=make_eq_tvs-scooter,Unknown,Tamil Nadu,India,South,Unknown,Unknown,,,,1
587,treadmill,135000,20,924,$0.11,100,91,https://www.olx.in/gym-fitness_c771/q-treadmill,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
588,marshall speakers,165000,40,346,$0.07,97,77,https://www.olx.in/en-in/electronics-appliances_c99/q-marshall,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
589,mandvi in gujarat,165000,44,346,$0.07,1,16,https://www.olx.in/mandvi-surat-district_g4393987/bikes_c2198,Surat,Unknown,Unknown,Unknown,Surat,Unknown,,,,1
590,ray zr,135000,28,379,$0.01,2,48,https://www.olx.in/en-in/scooters_c1413/q-yamaha-ray-zr,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
591,price of lamborghini india,165000,46,346,$0.30,1,38,https://www.olx.in/en-in/cars_c84/q-lamborghini,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
592,s ion,165000,77,346,$0.06,4,68,https://www.olx.in/item/scooters-c1413-used-hero-pleasure-in-sion-east-mumbai-iid-1840357081,Mumbai,Unknown,Unknown,Unknown,Mumbai,Unknown,,,,1
593,east uttam nagar,165000,28,346,$0.11,5,12,https://www.olx.in/item/for-rent-houses-apartments-c1723-2-bhk-builder-floors-450-sq-ft-in-uttam-nagar-delhi-iid-1839993505,Delhi,Delhi,India,North,Delhi,Unknown,,,,1
594,honda shine 125,201000,20,924,$0.01,1,43,https://www.olx.in/motorcycles_c81/q-honda-shine-125,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
595,laptop notebook asus,165000,71,346,$0.06,90,77,https://www.olx.in/en-in/item/computers-laptops-c1505-laptop-used-asus-in-waghbil-thane-iid-1840315830,Thane,Unknown,Unknown,Unknown,Thane,Unknown,,,,1
596,bolero neo,110000,72,346,$0.01,4,49,https://www.olx.in/en-in/akola_g4058951/cars_c84?filter=model_eq_mahindra-bolero-neo,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
597,bmw m3 car,165000,30,346,$1.03,1,59,https://www.olx.in/bmw-cars_c84/q-bmw-m3?filter=make_eq_bmw,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
598,kphb colony hyderabad,165000,17,1237,$0.43,7,45,https://www.olx.in/kphb_g5455413/for-sale-houses-apartments_c1725,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
599,kawasaki zx10r price in india,165000,10,3250,$0.01,1,34,https://www.olx.in/en-in/motorcycles_c81/q-kawasaki-zx10r,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
600,kukatpally housing board colony,135000,38,346,$0.17,8,37,https://www.olx.in/en-in/kphb_g5455413/for-rent-houses-apartments_c1723,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
601,zx 10r price in india,201000,11,3250,$0.01,1,34,https://www.olx.in/en-in/motorcycles_c81/q-kawasaki-zx10r,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
602,vivo y20,201000,95,346,$0.01,92,75,https://www.olx.in/item/mobile-phones-c1453-used-vivo-in-dashra-bhagabanpur-jaynagar-mazilpur-iid-1842165208,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
603,mochi shoes,165000,38,346,$0.08,97,77,https://www.olx.in/men_c1793/q-shoes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
604,camera for drone,165000,63,346,$0.01,98,72,https://www.olx.in/item/cameras-lenses-c1517-drone-camera-dji-mini-4-pro-fly-more-combo-pack-in-anand-nagar-surat-iid-1840343885,Surat,Unknown,Unknown,Unknown,Surat,Unknown,,,,1
605,bmw m 3,165000,25,709,$2.24,1,61,https://www.olx.in/bmw-cars_c84/q-bmw-m3,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
606,benelli 600i,165000,8,4224,$0.38,1,47,https://www.olx.in/en-in/motorcycles_c81?filter=model_eq_motorcycles-beneli-tnt600i,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
607,tally,201000,67,346,$0.29,5,74,https://www.olx.in/item/accountant-c1441-full-time-in-fancy-bazaar-guwahati-iid-1840867185,Guwahati,Unknown,Unknown,Unknown,Guwahati,Unknown,,,,1
608,jeep,165000,28,346,$0.48,2,61,https://www.olx.in/cars_c84/q-jeep,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
609,sr nagar in hyderabad,165000,72,346,$0.11,6,28,https://www.olx.in/en-in/sanjeeva-reddy-nagar_g5338109/for-rent-houses-apartments_c1723,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
610,kerala adoor,165000,23,709,$0.13,1,22,https://www.olx.in/en-in/adoor_g4395795,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
611,jeeps,201000,20,709,$0.43,2,61,https://www.olx.in/cars_c84/q-jeep,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
612,asus computer laptop,165000,34,346,$0.04,90,76,https://www.olx.in/computers-laptops_c1505/q-asus,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
613,vellore vit,201000,28,363,$0.67,5,58,https://www.olx.in/en-in/vit_g5337839/pg-guest-houses_c1449,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
614,xtreme 250r,165000,19,924,$0.01,1,48,https://www.olx.in/motorcycles_c81?filter=model_eq_hero-motorcycle-xtreme-250r,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
615,s r nagar,165000,74,346,$0.11,6,26,https://www.olx.in/hyderabad_g4058526/q-sr-nagar-hyderabad,Hyderabad,Unknown,Unknown,Unknown,Hyderabad,Unknown,,,,1
616,mandvi gujarat india,165000,51,346,$0.10,1,23,https://www.olx.in/mandvi-surat-district_g4393987/bikes_c2198,Surat,Unknown,Unknown,Unknown,Surat,Unknown,,,,1
617,raniganj,135000,40,346,$0,1,61,https://www.olx.in/en-in/raniganj_g4221369/driver_c2206,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
618,processor cpu,165000,74,346,$0.02,62,68,https://www.olx.in/en-in/computer-accessories_c1515/q-processor,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
