No,Keyword,Volume,Position,Estimated Visits,CPC,Paid Difficulty,SEO Difficulty,Ranking URL,City,State,Country,Category
6024,chamba,74000,10,3470.0,$0.13,1,54,https://www.tripadvisor.in/Tourism-g1156021-Chamba_Chamba_District_Himachal_Pradesh-Vacations.html,Unknown,Unknown,Unknown,Unknown
6025,cafe goodluck,74000,9,4876.0,$0,6,42,https://www.tripadvisor.in/Restaurant_Review-g297654-d799471-Reviews-Cafe_GoodLuck-Pune_Pune_District_Maharashtra.html,Unknown,Unknown,Unknown,Restaurant
6026,bicycle rentals,74000,17,673.0,$0.06,14,31,https://www.tripadvisor.in/AttractionProductReview-g304551-d19794200-Delhi_Bike_Rental-New_Delhi_National_Capital_Territory_of_Delhi.html,Unknown,Unknown,Unknown,Unknown
6027,elliots beach chennai,74000,8,4876.0,$0.20,7,41,https://www.tripadvisor.in/Attraction_Review-g304556-d4152199-Reviews-Edward_Elliot_s_Beach-Chennai_Madras_Chennai_District_Tamil_Nadu.html,Unknown,Unknown,Unknown,Unknown
6028,diamond plaza,74000,7,4876.0,$0.02,4,42,https://www.tripadvisor.in/Attraction_Review-g304558-d12361708-Reviews-Diamond_Plaza-Kolkata_Calcutta_Kolkata_District_West_Bengal.html,Unknown,Unknown,Unknown,Unknown
6029,delhi tourist spots,74000,2,22496.0,$0.11,14,29,https://www.tripadvisor.in/Attractions-g304551-Activities-New_Delhi_National_Capital_Territory_of_Delhi.html,Unknown,Unknown,Unknown,Unknown
6030,government museum chennai,90500,9,3470.0,$0.35,3,41,https://www.tripadvisor.in/Attractions-g304556-Activities-c49-Chennai_Madras_Chennai_District_Tamil_Nadu.html,Unknown,Unknown,Unknown,Unknown
6031,gip mall in noida,74000,6,7200.0,$0.11,5,26,https://www.tripadvisor.in/Attraction_Review-g644043-d1229308-Reviews-The_Great_India_Place-Noida_Gautam_Buddha_Nagar_District_Uttar_Pradesh.html,Unknown,Unknown,Unknown,Unknown
6032,fashion street pune,74000,12,1457.0,$0.43,7,23,https://www.tripadvisor.in/ShowUserReviews-g297654-d320051-r507289652-Laxmi_Road-Pune_Pune_District_Maharashtra.html,Unknown,Unknown,Unknown,Unknown
6033,ha noi,74000,7,7200.0,$0.40,2,34,https://www.tripadvisor.in/Tourism-g293924-Hanoi-Vacations.html,Unknown,Unknown,Unknown,Unknown
6034,gujarat vapi city,74000,24,199.0,$0.10,1,24,https://www.tripadvisor.in/Attractions-g1156009-Activities-Vapi_Valsad_District_Gujarat.html,Unknown,Unknown,Unknown,Unknown
6035,anantha padmanabha temple,74000,13,1457.0,$1.60,1,35,https://www.tripadvisor.in/Attraction_Review-g737164-d4138637-Reviews-Anantha_Padmanabha_Temple-Udupi_Udupi_District_Karnataka.html,Unknown,Unknown,Unknown,Unknown
6036,anand vihar in delhi,74000,51,155.0,$0.13,3,26,https://www.tripadvisor.in/AttractionsNear-g3721800-d9575124-Anand_Vihar-Sahibabad_Ghaziabad_District_Uttar_Pradesh.html,Unknown,Unknown,Unknown,Unknown
6037,ajanta and ellora caves located,74000,26,177.0,$0.40,1,32,https://www.tripadvisor.in/ShowTopic-g12399767-i41335-k15409120-Ajanta_and_Ellora_Caves_Complete_First_Timer_s_Guide-Aurangabad_District_Maharashtra.html,Unknown,Unknown,Unknown,Unknown
6038,airport terminal 4,74000,11,1894.0,$0.10,6,26,https://www.tripadvisor.in/ShowTopic-g304556-i6778-k14396951-Chennai_Airport_Terminal_4_to_3-Chennai_Madras_Chennai_District_Tamil_Nadu.html,Unknown,Unknown,Unknown,Unknown
6039,bekal fort,60500,12,1110.0,$0.23,1,36,https://www.tripadvisor.in/Attraction_Review-g1809068-d1204887-Reviews-Bekal_Fort-Kasaragod_Kasaragod_District_Kerala.html,Unknown,Unknown,Unknown,Unknown
6040,bandra kurla trident,74000,6,4876.0,$1.53,16,34,https://www.tripadvisor.in/Hotel_Review-g304554-d1135621-Reviews-Trident_Hotel_Bandra_Kurla-Mumbai_Maharashtra.html,Unknown,Unknown,Unknown,Hotel
6041,ashok vada pav mumbai,74000,6,7200.0,$0.13,8,26,https://www.tripadvisor.in/Restaurant_Review-g304554-d8052808-Reviews-Ashok_Vada_Pav-Mumbai_Maharashtra.html,Unknown,Unknown,Unknown,Restaurant
6042,aryas,74000,9,2501.0,$0.10,1,19,https://www.tripadvisor.in/Restaurant_Review-g297633-d8099231-Reviews-Aryas_Vegetarian_Restaurant-Kochi_Cochin_Ernakulam_District_Kerala.html,Unknown,Unknown,Unknown,Restaurant
6043,apsara ice cream,60500,10,2501.0,$0.06,2,32,https://www.tripadvisor.in/Restaurant_Review-g304554-d2313462-Reviews-Apsara_Ice_Cream-Mumbai_Maharashtra.html,Unknown,Unknown,Unknown,Restaurant
6044,triund trek,60500,8,7200.0,$0.08,6,38,https://www.tripadvisor.in/AttractionProductReview-g319724-d17634099-Triund_Trek-Dharamsala_Kangra_District_Himachal_Pradesh.html,Unknown,Unknown,Unknown,Unknown
6045,tourist attractions in bangalore,74000,2,22496.0,$0.06,11,37,https://www.tripadvisor.in/Attractions-g297628-Activities-Bengaluru_Bangalore_District_Karnataka.html,Unknown,Unknown,Unknown,Unknown
6046,tourist attraction bangalore,74000,2,22496.0,$0.09,8,43,https://www.tripadvisor.in/Attractions-g297628-Activities-Bengaluru_Bangalore_District_Karnataka.html,Unknown,Unknown,Unknown,Unknown
6047,the ashok hotel delhi chanakyapuri,74000,9,1894.0,$0.44,6,36,https://www.tripadvisor.in/Hotel_Review-g304551-d306948-Reviews-The_Ashok-New_Delhi_National_Capital_Territory_of_Delhi.html,Unknown,Unknown,Unknown,Hotel
6048,weather vellore,60500,69,155.0,$0,1,36,https://www.tripadvisor.in/Attractions-g2288643-Activities-Yelagiri_Vellore_District_Tamil_Nadu.html,Unknown,Unknown,Unknown,Unknown
6049,venkateshwara,74000,59,155.0,$0.96,17,59,https://www.tripadvisor.in/Attraction_Review-g735768-d11826950-Reviews-Sri_Venkateswara_Swamy_Temple-Warangal_Warangal_Urban_District_Telangana.html,Unknown,Unknown,Unknown,Unknown
6050,vaishno devi temple india,74000,55,155.0,$0.15,1,34,https://www.tripadvisor.in/Attraction_Review-g297621-d15046211-Reviews-Vaishno_Devi-Katra_Reasi_District_Jammu_Jammu_and_Kashmir.html,Unknown,Unknown,Unknown,Unknown
6051,ujjain omkareshwar distance,74000,59,155.0,$0.13,1,18,https://www.tripadvisor.in/FAQ_Answers-g494941-d4699769-t909154-Distance_from_Mahakaleswar_Ujjain_to_Omkareswar.html,Unknown,Unknown,Unknown,Unknown
6052,tourist attractions in udaipur,74000,4,11988.0,$0.14,19,22,https://www.tripadvisor.in/Attractions-g297672-Activities-Udaipur_Udaipur_District_Rajasthan.html,Unknown,Unknown,Unknown,Unknown
6053,ranthambore national park in india,74000,12,1457.0,$0.13,19,33,https://www.tripadvisor.in/Attraction_Review-g1155135-d1026825-Reviews-Ranthambore_National_Park-Ranthambore_National_Park_Sawai_Madhopur_District_Raja.html,Unknown,Unknown,Unknown,Unknown
6054,rajasthan hotel,49500,7,4876.0,$0.12,5,40,https://www.tripadvisor.in/Hotels-g297665-Rajasthan-Hotels.html,Unknown,Unknown,Unknown,Hotel
6055,rabindra sadan kolkata,74000,16,673.0,$0.14,4,19,https://www.tripadvisor.in/AttractionsNear-g304558-d9573968-Rabindra_Sadan-Kolkata_Calcutta_Kolkata_District_West_Bengal.html,Unknown,Unknown,Unknown,Unknown
6056,qatar doha qatar,74000,10,3470.0,$0.30,1,68,https://www.tripadvisor.in/Attractions-g294009-Activities-Doha.html,Unknown,Unknown,Unknown,Unknown
6057,san francisco and california,90500,11,1894.0,$0.76,2,90,https://www.tripadvisor.in/Tourism-g60713-San_Francisco_California-Vacations.html,Unknown,Unknown,Unknown,Unknown
6058,tax border,74000,24,155.0,$0,1,18,https://www.tripadvisor.in/ShowTopic-g293860-i511-k10011382-Based_on_border_tax-India.html,Unknown,Unknown,Unknown,Unknown
6059,sofitel mumbai,90500,4,7200.0,$0.34,28,54,https://www.tripadvisor.in/Hotel_Review-g304554-d2048980-Reviews-Sofitel_Mumbai_BKC-Mumbai_Maharashtra.html,Unknown,Unknown,Unknown,Hotel
6060,tower silence,74000,8,4876.0,$0.16,1,41,https://www.tripadvisor.in/Attraction_Review-g304554-d321008-Reviews-Tower_of_Silence-Mumbai_Maharashtra.html,Unknown,Unknown,Unknown,Unknown
6061,tourist spot of kolkata,74000,2,22496.0,$0.12,20,24,https://www.tripadvisor.in/Attractions-g304558-Activities-Kolkata_Calcutta_Kolkata_District_West_Bengal.html,Unknown,Unknown,Unknown,Unknown
6062,tourist locations in delhi,74000,2,22496.0,$0.09,23,34,https://www.tripadvisor.in/Attractions-g304551-Activities-New_Delhi_National_Capital_Territory_of_Delhi.html,Unknown,Unknown,Unknown,Unknown
6063,the park chennai chennai tamil nadu india,74000,5,4876.0,$0.54,35,33,https://www.tripadvisor.in/Hotel_Review-g304556-d301636-Reviews-The_Park_Chennai-Chennai_Madras_Chennai_District_Tamil_Nadu.html,Unknown,Unknown,Unknown,Hotel
6064,kailash mountain tibet,74000,9,3470.0,$0.27,1,31,https://www.tripadvisor.in/Attraction_Review-g294222-d28030787-Reviews-Mount_Kailash-Tibet.html,Unknown,Unknown,Unknown,Unknown
6065,iskcon chennai,74000,9,3470.0,$1.18,7,43,https://www.tripadvisor.in/ShowUserReviews-g304556-d3186906-r400998650-ISKCON_Chennai-Chennai_Madras_Chennai_District_Tamil_Nadu.html,Unknown,Unknown,Unknown,Unknown
6066,indonesia and bali,74000,19,436.0,$0.25,3,47,https://www.tripadvisor.in/Attractions-g294226-Activities-Bali.html,Unknown,Unknown,Unknown,Unknown
6067,kutch kutch,90500,9,4876.0,$0.19,1,46,https://www.tripadvisor.in/Tourism-g3382545-Kutch_Kutch_District_Gujarat-Vacations.html,Unknown,Unknown,Unknown,Unknown
6068,kullu manali,74000,13,3470.0,$0.13,4,42,https://www.tripadvisor.in/Attractions-g297618-Activities-Manali_Kullu_District_Himachal_Pradesh.html,Unknown,Unknown,Unknown,Unknown
6069,kolar kgf,74000,27,244.0,$0.07,1,26,https://www.tripadvisor.in/Tourism-g19767637-Kolar_Gold_Fields_Kolar_District_Karnataka-Vacations.html,Unknown,Unknown,Unknown,Unknown
6070,kasargod bekal fort,74000,8,3470.0,$0.55,1,36,https://www.tripadvisor.in/Attraction_Review-g1809068-d1204887-Reviews-Bekal_Fort-Kasaragod_Kasaragod_District_Kerala.html,Unknown,Unknown,Unknown,Unknown
6071,kanha national park madhya pradesh,74000,14,1110.0,$0.13,9,33,https://www.tripadvisor.in/Attraction_Review-g1584866-d324921-Reviews-Kanha_National_Park-Mandla_Mandla_District_Madhya_Pradesh.html,Unknown,Unknown,Unknown,Unknown
6072,mount kailash tibet,74000,11,2501.0,$0.47,1,34,https://www.tripadvisor.in/Attraction_Review-g294222-d28030787-Reviews-Mount_Kailash-Tibet.html,Unknown,Unknown,Unknown,Unknown
6073,mount kailash himalaya,74000,31,155.0,$0.46,1,29,https://www.tripadvisor.in/Attraction_Review-g294222-d28030787-Reviews-Mount_Kailash-Tibet.html,Unknown,Unknown,Unknown,Unknown
6074,mallikarjuna jyotirlinga,74000,12,1894.0,$0.09,2,41,https://www.tripadvisor.in/Attraction_Review-g2068870-d6609493-Reviews-Sri_Mallikarjuna_Swamy_Temple-Srisailam_Andhra_Pradesh.html,Unknown,Unknown,Unknown,Unknown
6075,lund,74000,6,7200.0,$0.63,1,54,https://www.tripadvisor.in/Attractions-g189838-Activities-Lund_Skane_County.html,Unknown,Unknown,Unknown,Unknown
6076,lonar #maharashtra,74000,7,11988.0,$0.02,1,27,https://www.tripadvisor.in/Tourism-g2282866-Lonar_Buldhana_District_Maharashtra-Vacations.html,Unknown,Unknown,Unknown,Unknown
6077,oyo hotel,90500,8,2501.0,$0.24,22,52,https://www.tripadvisor.in/Hotels-g297692-zfb11779-West_Bengal-Hotels.html,Unknown,Unknown,Unknown,Hotel
6078,om beach,74000,6,11988.0,$0.13,2,41,https://www.tripadvisor.in/Attraction_Review-g651646-d1205354-Reviews-Om_Beach-Gokarna_Uttara_Kannada_District_Karnataka.html,Unknown,Unknown,Unknown,Unknown
6079,o y o hotel,74000,8,2501.0,$0.08,16,19,https://www.tripadvisor.in/Hotels-g304554-oa60-zfb11779-Mumbai_Maharashtra-Hotels.html,Unknown,Unknown,Unknown,Hotel
6080,national museum new delhi,74000,8,3470.0,$0.07,4,40,https://www.tripadvisor.in/Attraction_Review-g304551-d319682-Reviews-National_Museum-New_Delhi_National_Capital_Territory_of_Delhi.html,Unknown,Unknown,Unknown,Unknown
6081,mysore zoo place,60500,9,4876.0,$0.20,1,25,https://www.tripadvisor.in/Attraction_Review-g304553-d500203-Reviews-Sri_Chamarajendra_Zoological_Gardens-Mysuru_Mysore_Mysore_District_Karnataka.html,Unknown,Unknown,Unknown,Unknown
6082,picnic spot near me,74000,12,1110.0,$0.12,3,28,https://www.tripadvisor.in/Attractions-g1968325-Activities-Pimpri_Chinchwad_Pune_District_Maharashtra.html,Unknown,Unknown,Unknown,Unknown
6083,greater kailash i,60500,10,1894.0,$0,11,21,https://www.tripadvisor.in/Attractions-g304551-Activities-zfn20484509-New_Delhi_National_Capital_Territory_of_Delhi.html,Unknown,Unknown,Unknown,Unknown
6084,gachibowli athletic stadium,74000,15,836.0,$0.12,6,28,https://www.tripadvisor.in/Attraction_Review-g297586-d5792074-Reviews-G_M_C_Balayogi_Athletic_Stadium-Hyderabad_Hyderabad_District_Telangana.html,Unknown,Unknown,Unknown,Unknown
6085,hotel orchid mumbai,74000,8,2501.0,$0.26,27,44,https://www.tripadvisor.in/Hotel_Review-g304554-d307105-Reviews-The_Orchid_Hotel_Mumbai_Vile_Parle-Mumbai_Maharashtra.html,Unknown,Unknown,Unknown,Hotel
6086,hazira india,60500,11,1894.0,$0,3,37,https://www.tripadvisor.in/Tourism-g13322743-Hazira_Surat_District_Gujarat-Vacations.html,Unknown,Unknown,Unknown,Unknown
6087,havelock andaman,60500,6,7200.0,$0.12,1,35,https://www.tripadvisor.in/Tourism-g503691-Havelock_Island_Andaman_and_Nicobar_Islands-Vacations.html,Unknown,Unknown,Unknown,Bar
6088,gurudwara sheesh ganj,74000,7,7200.0,$0.12,3,30,https://www.tripadvisor.in/Attraction_Review-g304551-d4152180-Reviews-Gurudwara_Sis_Ganj_Sahib-New_Delhi_National_Capital_Territory_of_Delhi.html,Unknown,Unknown,Unknown,Unknown
6089,jajpur district odisha,74000,13,836.0,$0,1,32,https://www.tripadvisor.in/Attractions-g12389133-Activities-Jajpur_District_Odisha.html,Unknown,Unknown,Unknown,Unknown
6090,jaipur sawai mansingh stadium,246000,15,836.0,$0.10,8,25,https://www.tripadvisor.in/Attraction_Review-g304555-d4400975-Reviews-Sawai_Mansingh_Stadium-Jaipur_Jaipur_District_Rajasthan.html,Unknown,Unknown,Unknown,Unknown
6091,idukki,60500,13,1110.0,$0,1,49,https://www.tripadvisor.in/Attractions-g297632-Activities-Idukki_Idukki_District_Kerala.html,Unknown,Unknown,Unknown,Unknown
6092,club near to me,74000,8,4876.0,$0.06,8,22,https://www.tripadvisor.in/Attractions-g297596-Activities-c20-t99-Chandigarh.html,Unknown,Unknown,Unknown,Unknown
6093,budapest,74000,10,3470.0,$0.33,1,54,https://www.tripadvisor.in/Tourism-g274887-Budapest_Central_Hungary-Vacations.html,Unknown,Unknown,Unknown,Unknown
6094,borra caves vizag,74000,5,11988.0,$0.10,1,22,https://www.tripadvisor.in/Attraction_Review-g297588-d1204479-Reviews-Borra_Caves-Visakhapatnam_Visakhapatnam_District_Andhra_Pradesh.html,Unknown,Unknown,Unknown,Unknown
6095,borra caves in vizag,74000,5,11988.0,$0.10,1,28,https://www.tripadvisor.in/Attraction_Review-g297588-d1204479-Reviews-Borra_Caves-Visakhapatnam_Visakhapatnam_District_Andhra_Pradesh.html,Unknown,Unknown,Unknown,Unknown
6096,bokaro,74000,17,673.0,$0,1,53,https://www.tripadvisor.in/Tourism-g2287427-Bokaro_Steel_City_Bokaro_District_Jharkhand-Vacations.html,Unknown,Unknown,Unknown,Unknown
6097,ayyappa temple,60500,13,2501.0,$0,5,38,https://www.tripadvisor.in/Attraction_Review-g304551-d12236178-Reviews-Ayyappa_Temple-New_Delhi_National_Capital_Territory_of_Delhi.html,Unknown,Unknown,Unknown,Unknown
6098,ashok lalit hotel,74000,7,4876.0,$0.77,16,40,https://www.tripadvisor.in/Hotel_Review-g297628-d481860-Reviews-The_LaLiT_Ashok_Bangalore-Bengaluru_Bangalore_District_Karnataka.html,Unknown,Unknown,Unknown,Hotel
6099,anna centenary library chennai,74000,7,7200.0,$0.15,6,31,https://www.tripadvisor.in/Attraction_Review-g304556-d2706094-Reviews-The_Anna_Centenary_Library-Chennai_Madras_Chennai_District_Tamil_Nadu.html,Unknown,Unknown,Unknown,Unknown
6100,anand rao circle bangalore,60500,15,673.0,$0.15,5,25,https://www.tripadvisor.in/ShowUserReviews-g297628-d1195843-r334754723-Sandhya_Residency-Bengaluru_Bangalore_District_Karnataka.html,Unknown,Unknown,Unknown,Unknown
6101,best veg restaurants near me,74000,5,11988.0,$0.22,13,31,https://www.tripadvisor.in/Restaurants-g662320-zfz10665-Ranchi_Ranchi_District_Jharkhand.html,Unknown,Unknown,Unknown,Restaurant
6102,bastar chitrakoot waterfalls,74000,7,4876.0,$0.04,1,20,https://www.tripadvisor.in/Attractions-g1893705-Activities-c57-t95-Bastar_District_Chhattisgarh.html,Unknown,Unknown,Unknown,Unknown
6103,bangla sahib delhi,74000,11,1894.0,$0.03,1,43,https://www.tripadvisor.in/Attraction_Review-g304551-d3681196-Reviews-Gurudwara_Bangla_Sahib-New_Delhi_National_Capital_Territory_of_Delhi.html,Unknown,Unknown,Unknown,Unknown
6104,bandra station mumbai,74000,11,1457.0,$0.06,1,37,https://www.tripadvisor.in/Attraction_Review-g304554-d8602113-Reviews-Bandra_Station_Western_Railway-Mumbai_Maharashtra.html,Unknown,Unknown,Unknown,Unknown
6105,bandhavgarh tiger reserve,74000,11,1894.0,$0.26,8,38,https://www.tripadvisor.in/Attraction_Review-g679039-d13321869-Reviews-Bandhavgarh_National_Park-Bandhavgarh_National_Park_Umaria_District_Madhya_Prade.html,Unknown,Unknown,Unknown,Unknown
6106,bali island indonesia,74000,6,11988.0,$0.26,2,29,https://www.tripadvisor.in/Attractions-g294226-Activities-c57-t20-Bali.html,Unknown,Unknown,Unknown,Unknown
6107,delhi tourist sites,74000,3,11988.0,$0.11,14,35,https://www.tripadvisor.in/Attractions-g304551-Activities-New_Delhi_National_Capital_Territory_of_Delhi.html,Unknown,Unknown,Unknown,Unknown
6108,delhi nizamuddin,90500,6,7200.0,$0.10,3,26,https://www.tripadvisor.in/Attraction_Review-g304551-d311617-Reviews-Hazrat_Nizamuddin_Aulia-New_Delhi_National_Capital_Territory_of_Delhi.html,Unknown,Unknown,Unknown,Unknown
6109,daman beach,49500,7,22496.0,$0,1,32,https://www.tripadvisor.in/Attractions-g297599-Activities-c61-t52-Daman_and_Diu.html,Unknown,Unknown,Unknown,Unknown
6110,city palace jaipur india,74000,8,3470.0,$0.35,8,36,https://www.tripadvisor.in/Attraction_Review-g304555-d324468-Reviews-The_City_Palace-Jaipur_Jaipur_District_Rajasthan.html,Unknown,Unknown,Unknown,Unknown
6111,chennai iit campus,74000,19,414.0,$0.22,5,32,https://www.tripadvisor.in/ShowUserReviews-g304556-d5782186-r329279849-Indian_Institute_Of_Technology-Chennai_Madras_Chennai_District_Tamil_Nadu.html,Unknown,Unknown,Unknown,Unknown
6112,dwarka sector 9,74000,11,1894.0,$0.11,3,36,https://www.tripadvisor.in/AttractionsNear-g297615-d9575140-Dwarka_Sector_9-Gurugram_Gurgaon_Gurgaon_District_Haryana.html,Unknown,Unknown,Unknown,Unknown
6113,zoo at mysore,60500,9,4876.0,$0.20,1,24,https://www.tripadvisor.in/Attractions-g304553-Activities-c48-Mysuru_Mysore_Mysore_District_Karnataka.html,Unknown,Unknown,Unknown,Unknown
6114,yogis,74000,44,155.0,$0,1,53,https://www.tripadvisor.in/Attraction_Review-g304555-d19103597-Reviews-Sonis_Yog_Health-Jaipur_Jaipur_District_Rajasthan.html,Unknown,Unknown,Unknown,Unknown
6115,wonders of world noida,74000,7,4876.0,$0.27,1,28,https://www.tripadvisor.in/Attraction_Review-g644043-d1887146-Reviews-Worlds_of_Wonder-Noida_Gautam_Buddha_Nagar_District_Uttar_Pradesh.html,Unknown,Unknown,Unknown,Unknown
6116,west bengal contai,74000,59,155.0,$0.09,1,25,https://www.tripadvisor.in/Attractions-g8788888-Activities-Contai_East_Midnapore_District_West_Bengal.html,Unknown,Unknown,Unknown,Unknown
6117,water park in noida wow,74000,18,555.0,$0.27,1,20,https://www.tripadvisor.in/Attraction_Review-g644043-d1887146-Reviews-Worlds_of_Wonder-Noida_Gautam_Buddha_Nagar_District_Uttar_Pradesh.html,Unknown,Unknown,Unknown,Unknown
6118,vizag borra caves,74000,5,11988.0,$0.10,1,24,https://www.tripadvisor.in/Attraction_Review-g297588-d1204479-Reviews-Borra_Caves-Visakhapatnam_Visakhapatnam_District_Andhra_Pradesh.html,Unknown,Unknown,Unknown,Unknown
6119,vaishno devi temple,90500,8,3470.0,$0.09,1,41,https://www.tripadvisor.in/Attraction_Review-g297620-d1220004-Reviews-Vaishno_Devi_Mandir-Jammu_City_Jammu_District_Jammu_Jammu_and_Kashmir.html,Unknown,Unknown,Unknown,Unknown
6120,usa san francisco,74000,12,2501.0,$0.55,1,72,https://www.tripadvisor.in/Attractions-g60713-Activities-San_Francisco_California.html,Unknown,Unknown,Unknown,Unknown
6121,united kingdom manchester,74000,9,4876.0,$0.67,1,74,https://www.tripadvisor.in/Tourism-g187069-Manchester_Greater_Manchester_England-Vacations.html,Unknown,Unknown,Unknown,Unknown
6122,wayanad resorts,110000,3,11988.0,$0.17,97,77,https://www.tripadvisor.in/Hotels-g3841232-zff8-Wayanad_District_Kerala-Hotels.html,Unknown,Unknown,Unknown,Hotel
6123,our lady of the immaculate conception church,9900,11,4876.0,$0.21,12,27,https://www.tripadvisor.in/Attraction_Review-g303877-d320654-Reviews-Church_Of_Our_Lady_Of_The_Immaculate_Conception-Panjim_North_Goa_District_Goa.html,Unknown,Unknown,Unknown,Unknown
6124,osho garden,60500,5,11988.0,$0,3,37,https://www.tripadvisor.in/Attraction_Review-g297654-d3553400-Reviews-Osho_Teerth_Park-Pune_Pune_District_Maharashtra.html,Unknown,Unknown,Unknown,Unknown
6125,odisha jeypore,74000,8,4876.0,$0.19,1,20,https://www.tripadvisor.in/Attractions-g1015905-Activities-Jeypore_Koraput_District_Odisha.html,Unknown,Unknown,Unknown,Unknown
6126,obera mall,74000,4,,$0.23,4,29,https://www.tripadvisor.in/Attraction_Review-g304554-d4492794-Reviews-Oberoi_Mall-Mumbai_Maharashtra.html,Unknown,Unknown,Unknown,Unknown
6127,nizamuddin in delhi,74000,4,11988.0,$0.03,5,36,https://www.tripadvisor.in/Attractions-g304551-Activities-zfn13087804-New_Delhi_National_Capital_Territory_of_Delhi.html,Unknown,Unknown,Unknown,Unknown
6128,nizamuddin dargah in delhi,74000,7,7200.0,$0.04,3,26,https://www.tripadvisor.in/Attraction_Review-g304551-d311617-Reviews-Hazrat_Nizamuddin_Aulia-New_Delhi_National_Capital_Territory_of_Delhi.html,Unknown,Unknown,Unknown,Unknown
6129,rajasthani hotel,60500,9,4876.0,$0.15,6,38,https://www.tripadvisor.in/Restaurant_Review-g304555-d10524879-Reviews-Rajasthani_Thali_Wala-Jaipur_Jaipur_District_Rajasthan.html,Unknown,Unknown,Unknown,Restaurant
6130,ra colony mumbai,74000,6,7200.0,$0.10,4,22,https://www.tripadvisor.in/Attraction_Review-g304554-d8520486-Reviews-Aarey_Colony-Mumbai_Maharashtra.html,Unknown,Unknown,Unknown,Unknown
6131,r city mall ghatkopar west,74000,8,1894.0,$1.11,1,22,https://www.tripadvisor.in/Attraction_Review-g304554-d6104813-Reviews-R_City_Mall-Mumbai_Maharashtra.html,Unknown,Unknown,Unknown,Unknown
6132,sofitel mumbai,90500,4,7200.0,$0.34,28,54,https://www.tripadvisor.in/Hotel_Review-g304554-d2048980-Reviews-Sofitel_Mumbai_BKC-Mumbai_Maharashtra.html,Unknown,Unknown,Unknown,Hotel
6133,tower silence,74000,8,4876.0,$0.16,1,41,https://www.tripadvisor.in/Attraction_Review-g304554-d321008-Reviews-Tower_of_Silence-Mumbai_Maharashtra.html,Unknown,Unknown,Unknown,Unknown
6134,tourist spot of kolkata,74000,2,22496.0,$0.12,20,24,https://www.tripadvisor.in/Attractions-g304558-Activities-Kolkata_Calcutta_Kolkata_District_West_Bengal.html,Unknown,Unknown,Unknown,Unknown
6135,tourist locations in delhi,74000,2,22496.0,$0.09,23,34,https://www.tripadvisor.in/Attractions-g304551-Activities-New_Delhi_National_Capital_Territory_of_Delhi.html,Unknown,Unknown,Unknown,Unknown
6136,the park chennai chennai tamil nadu india,74000,5,4876.0,$0.54,35,33,https://www.tripadvisor.in/Hotel_Review-g304556-d301636-Reviews-The_Park_Chennai-Chennai_Madras_Chennai_District_Tamil_Nadu.html,Unknown,Unknown,Unknown,Hotel
6137,kailash mountain tibet,74000,9,3470.0,$0.27,1,31,https://www.tripadvisor.in/Attraction_Review-g294222-d28030787-Reviews-Mount_Kailash-Tibet.html,Unknown,Unknown,Unknown,Unknown
6138,iskcon chennai,74000,9,3470.0,$1.18,7,43,https://www.tripadvisor.in/ShowUserReviews-g304556-d3186906-r400998650-ISKCON_Chennai-Chennai_Madras_Chennai_District_Tamil_Nadu.html,Unknown,Unknown,Unknown,Unknown
6139,indonesia and bali,74000,19,436.0,$0.25,3,47,https://www.tripadvisor.in/Attractions-g294226-Activities-Bali.html,Unknown,Unknown,Unknown,Unknown
6140,kutch kutch,90500,9,4876.0,$0.19,1,46,https://www.tripadvisor.in/Tourism-g3382545-Kutch_Kutch_District_Gujarat-Vacations.html,Unknown,Unknown,Unknown,Unknown
6141,kullu manali,74000,13,3470.0,$0.13,4,42,https://www.tripadvisor.in/Attractions-g297618-Activities-Manali_Kullu_District_Himachal_Pradesh.html,Unknown,Unknown,Unknown,Unknown
6142,kolar kgf,74000,27,244.0,$0.07,1,26,https://www.tripadvisor.in/Tourism-g19767637-Kolar_Gold_Fields_Kolar_District_Karnataka-Vacations.html,Unknown,Unknown,Unknown,Unknown
6143,kasargod bekal fort,74000,8,3470.0,$0.55,1,36,https://www.tripadvisor.in/Attraction_Review-g1809068-d1204887-Reviews-Bekal_Fort-Kasaragod_Kasaragod_District_Kerala.html,Unknown,Unknown,Unknown,Unknown
6144,kanha national park madhya pradesh,74000,14,1110.0,$0.13,9,33,https://www.tripadvisor.in/Attraction_Review-g1584866-d324921-Reviews-Kanha_National_Park-Mandla_Mandla_District_Madhya_Pradesh.html,Unknown,Unknown,Unknown,Unknown
6145,mount kailash tibet,74000,11,2501.0,$0.47,1,34,https://www.tripadvisor.in/Attraction_Review-g294222-d28030787-Reviews-Mount_Kailash-Tibet.html,Unknown,Unknown,Unknown,Unknown
6146,mount kailash himalaya,74000,31,155.0,$0.46,1,29,https://www.tripadvisor.in/Attraction_Review-g294222-d28030787-Reviews-Mount_Kailash-Tibet.html,Unknown,Unknown,Unknown,Unknown
6147,mallikarjuna jyotirlinga,74000,12,1894.0,$0.09,2,41,https://www.tripadvisor.in/Attraction_Review-g2068870-d6609493-Reviews-Sri_Mallikarjuna_Swamy_Temple-Srisailam_Andhra_Pradesh.html,Unknown,Unknown,Unknown,Unknown
