No,Keyword,Volume,Position,Estimated Visits,CPC,Paid Difficulty,SEO Difficulty,Ranking URL,City,State,Country,Region,URL_Location,Category,Unknown,Remaining_data,Url_Keywords,Priority Rank
7621,maruthi residency,9900,40,20,$0.14,4,20,https://magicpin.in/Hyderabad/Rtc-Colony/Hotel/Hotel-Maruthi-Residency-Inn/store/1960562/,Hyderabad,Unknown,Unknown,Unknown,Hyderabad,Hotel,,,,1
7622,mansa ram park delhi,9900,22,42,$0.15,5,19,https://magicpin.in/@block-a-mansa-ram-park-uttam-nagar-new-delhi_block-d_new-delhi,New Delhi,Delhi,India,North,New Delhi,Unknown,,,,1
7623,family bollywood movies,9900,46,20,$0,1,31,https://magicpin.in/blog/category/entertainment/family-hindi-movies,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
7624,dreams cafe,9900,19,58,$0.06,2,21,https://magicpin.in/Kochi/Tripunithura/Restaurant/Dreams-Cafe/store/444a75/menu/,Kochi,Unknown,Unknown,Unknown,Kochi,Restaurant,,,,1
7625,donuts dunkin near me,9900,13,148,$0.09,1,21,https://magicpin.in/Ahmedabad/C-G-Road/Restaurant/Dunkin/store/1189c6/,Ahmedabad,Unknown,Unknown,Unknown,Ahmedabad,Restaurant,,,,1
7626,dmart ghatkopar east,9900,5,652,$0.12,5,19,https://magicpin.in/Mumbai/Ghatkopar-East/Grocery/Dmart/store/270105/,Mumbai,Unknown,Unknown,Unknown,Mumbai,Unknown,,,,1
7627,divya shopee,9900,18,74,$0.07,4,23,https://magicpin.in/Surat/Adajan-Patiya/Fashion/Divya-Shopee/store/304b86/,Surat,Unknown,Unknown,Unknown,Surat,Unknown,,,,1
7628,devgn cinex formerly ny cinemas ahmedabad,8100,7,253,$0.12,8,17,https://magicpin.in/Ahmedabad/Shree-Balaji-Agora-Mall/Entertainment/Devgn-Cinex-(Formerly-Ny-Cinemas)-Ahmedabad/store/20313aa/,Ahmedabad,Unknown,Unknown,Unknown,Ahmedabad,Unknown,,,,1
7629,devanahalli gowdru restaurant,9900,23,42,$0.15,1,27,https://magicpin.in/Bangalore/Devanahalli/Hotel/Devanahalli-Gowdru-Restaurant/store/868289/,Bengaluru,Unknown,Unknown,Unknown,Bengaluru,Restaurant,,,,1
7630,delhi highway restaurant nungambakkam,9900,15,111,$0.40,3,21,https://magicpin.in/Chennai/Nungambakkam/Restaurant/Delhi-Highway/store/8868a/menu/,Delhi,Delhi,India,North,Delhi,Restaurant,,,,1
7631,decathlon pune,9900,19,55,$0.03,4,22,https://magicpin.in/Pune/Camp-Area/Fitness/Decathlon/store/37a736,Pune,Unknown,Unknown,Unknown,Pune,Unknown,,,,1
7632,decathlon dehradun,12100,13,74,$0.02,1,22,https://magicpin.in/Dehradun/Fitness/brands/7704/Decathlon/,Dehradun,Unknown,Unknown,Unknown,Dehradun,Unknown,,,,1
7633,decathlon ahmedabad,9900,11,253,$0.03,4,24,https://magicpin.in/Ahmedabad/C-G-Road/Fitness/Decathlon/store/379864,Ahmedabad,Unknown,Unknown,Unknown,Ahmedabad,Unknown,,,,1
7634,d'palace bavdhan,9900,7,652,$0.11,4,18,https://magicpin.in/Pune/Aditya-Shagun-Mall/Restaurant/D-Palace/store/89a09/menu,Pune,Unknown,Unknown,Unknown,Pune,Restaurant,,,,1
7635,d r aw,9900,15,58,$0.33,3,33,https://magicpin.in/Siddharth-Nagar/Bansi/Restaurant/Dr-Aw-Khan-Clinic/store/12866a5/,Unknown,Unknown,Unknown,Unknown,Unknown,Restaurant,,,,1
7636,corner house yelahanka,9900,16,90,$0.51,4,21,https://magicpin.in/Bangalore/Yelahanka/Restaurant/Corner-House-Ice-Creams/store/5cccb6,Bengaluru,Unknown,Unknown,Unknown,Bengaluru,Restaurant,,,,1
7637,company bbq,9900,30,20,$0.10,4,18,https://magicpin.in/Gurgaon/Sector-71/Restaurant/The-Bbq-Company/store/1762168/,Gurugram,Unknown,Unknown,Unknown,Gurugram,Restaurant,,,,1
7638,club illusion,9900,21,55,$0.26,2,21,https://magicpin.in/Mumbai/Andheri-West/Restaurant/Club-Illusions/store/5c2c37/menu/,Mumbai,Unknown,Unknown,Unknown,Mumbai,Restaurant,,,,1
7639,clarion bangalore,9900,56,20,$0.29,13,22,https://magicpin.in/Bangalore/Yelahanka-New-Town/Hotel/Clarion-Bangalore/store/1985783/,Bengaluru,Unknown,Unknown,Unknown,Bengaluru,Hotel,,,,1
7640,city plus,9900,30,20,$0.01,1,20,https://magicpin.in/Surat/Magdalla/Restaurant/City-Plus/store/2cb74b/,Surat,Unknown,Unknown,Unknown,Surat,Restaurant,,,,1
7641,city hut family dhaba shillong meghalaya,9900,26,23,$0.24,1,21,https://magicpin.in/Shillong/Police-Bazar/Restaurant/City-Hut-Family-Dhaba/store/2c9465/,Shillong,Unknown,Unknown,Unknown,Shillong,Restaurant,,,,1
7642,city gold shyamal,9900,24,21,$0.24,3,20,https://magicpin.in/Ahmedabad/Shyamal/Entertainment/City-Gold-Cinema-(Shyamal)/store/2040139/,Ahmedabad,Unknown,Unknown,Unknown,Ahmedabad,Unknown,,,,1
7643,city gold,9900,63,20,$0.14,15,24,https://magicpin.in/Bangalore/Halasuru/Fashion/City-Gold/store/105221/,Bengaluru,Unknown,Unknown,Unknown,Bengaluru,Unknown,,,,1
7644,cafe in rajkot,9900,29,22,$0.03,1,28,https://magicpin.in/india/Rajkot/All/Restaurant/Cafe/,Rajkot,Unknown,Unknown,Unknown,Rajkot,Restaurant,,,,1
7645,biryani times restaurant,9900,11,253,$0.14,3,21,https://magicpin.in/Bangalore/Halasuru/Restaurant/The-Biryani-Times/store/1725564,Bengaluru,Unknown,Unknown,Unknown,Bengaluru,Restaurant,,,,1
7646,birch by romeo lane noida,9900,19,58,$0.11,4,23,https://magicpin.in/Noida/Rcube-Monad-Mall/Restaurant/Birch-By-Romeo-Lane-Noida/store/1935bc2/,Noida,Unknown,Unknown,Unknown,Noida,Restaurant,,,,1
7647,bindals,9900,18,55,$0.16,6,19,https://magicpin.in/New-Delhi/Fashion/brands/13217/Bindals/,New Delhi,Delhi,India,North,New Delhi,Unknown,,,,1
7648,best month to visit goa,9900,76,20,$0.32,1,24,https://magicpin.in/blog/category/Travel/best-time-visit-goa,Unknown,Goa,India,West,Unknown,Tourism,,,,1
7649,best jeans for men,9900,50,20,$0.07,100,48,https://magicpin.in/blog/category/fashion/top-jeans-brands-in-india-men,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
7650,best haircut for female,9900,43,20,$0.12,15,38,https://magicpin.in/blog/category/beauty/latest-haircut-for-girls,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
7651,best hair cut for ladies,9900,42,20,$0.11,16,32,https://magicpin.in/blog/category/beauty/latest-haircut-for-girls,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
7652,batra reels cinema,9900,15,55,$0.07,2,21,https://magicpin.in/New-Delhi/New-Friends-Colony/Entertainment/Batra-Reels-Cinemas/store/31053b,New Delhi,Delhi,India,North,New Delhi,Unknown,,,,1
7653,basil with a twist,9900,27,23,$0.15,3,22,https://magicpin.in/Chennai/T.-Nagar/Restaurant/Basil-With-A-Twist/store/886cc/menu/,Chennai,Unknown,Unknown,Unknown,Chennai,Restaurant,,,,1
7654,banashree mobile,8100,17,74,$0.16,3,18,https://magicpin.in/Bhubaneswar/Jayadev-Vihar/Electronics/Banashree-Mobile/store/71412b,Bhubaneswar,Unknown,Unknown,Unknown,Bhubaneswar,Unknown,,,,1
7655,baap of rolls,9900,21,58,$0.16,2,21,https://magicpin.in/New-Delhi/Rajinder-Nagar/Restaurant/Baap-Of-Rolls/store/170cba8/,New Delhi,Delhi,India,North,New Delhi,Restaurant,,,,1
7656,auntie fung's,9900,26,32,$0.74,7,21,https://magicpin.in/Bangalore/Sarjapur-Road/Restaurant/Auntie-Fungs/store/1686a3b,Bengaluru,Unknown,Unknown,Unknown,Bengaluru,Restaurant,,,,1
7657,aromas of biryani jayanagar,9900,9,334,$0.10,4,19,https://magicpin.in/Bangalore/Jayanagar/Restaurant/Aromas-Of-Biryani/store/153b15c/menu/,Bengaluru,Unknown,Unknown,Unknown,Bengaluru,Restaurant,,,,1
7658,annapoorna ganapathy,9900,11,148,$0.09,5,19,https://magicpin.in/Coimbatore/Ganapathy/Restaurant/Sree-Annapoorna/store/2136b5/,Coimbatore,Unknown,Unknown,Unknown,Coimbatore,Restaurant,,,,1
7659,animation movie on netflix,8100,21,42,$0.46,1,48,https://magicpin.in/blog/category/entertainment/best-animation-movie-netflix-india,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
7660,amudham cafe,9900,33,20,$0.05,7,22,https://magicpin.in/Bangalore/Koramangala-5th-Block/Restaurant/Cafe-Amudham/store/1574b49,Bengaluru,Unknown,Unknown,Unknown,Bengaluru,Restaurant,,,,1
7661,amber restaurant,9900,24,32,$0.05,3,22,https://magicpin.in/Mumbai/Bandra-East/Restaurant/Amber-Restaurant/store/16706ba/menu/,Mumbai,Unknown,Unknown,Unknown,Mumbai,Restaurant,,,,1
7662,amazon mini tv web series,9900,4,652,$0.01,3,29,https://magicpin.in/blog/category/entertainment/new-web-series-amazon-minitv,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
7663,alfaham mandi,9900,30,26,$0.05,1,24,https://magicpin.in/Hyderabad/Ghatkesar/Restaurant/Al-Faham-Arabian-Mandi/store/63c680/menu,Hyderabad,Unknown,Unknown,Unknown,Hyderabad,Restaurant,,,,1
7664,akson restaurant,9900,18,58,$0.18,2,21,https://magicpin.in/Hyderabad/Panjagutta/Restaurant/Akson-Restaurant/store/85593/menu/,Hyderabad,Unknown,Unknown,Unknown,Hyderabad,Restaurant,,,,1
7665,4 lions academy pimple nilakh,9900,24,23,$0.09,6,14,https://magicpin.in/Pune/Pimple-Nilakh/Fitness/4Lions-Football-Academy/store/1136a7c/,Pune,Unknown,Unknown,Unknown,Pune,Unknown,,,,1
7666,chira bazaar,9900,33,20,$0.11,3,19,https://magicpin.in/india/Mumbai/Chira-Bazaar/Fashion/,Mumbai,Unknown,Unknown,Unknown,Mumbai,Unknown,,,,1
7667,chill out,9900,34,20,$0.25,1,32,https://magicpin.in/Bhubaneswar/Chandrasekharpur/Restaurant/Chill-Out/store/290509/menu,Bhubaneswar,Unknown,Unknown,Unknown,Bhubaneswar,Restaurant,,,,1
7668,care pharmacy,9900,21,42,$0.22,2,19,https://magicpin.in/Hyderabad/Rtc-Colony/Healthcare/Care-Pharmacy-Medical-And-General-Store/store/1918806/,Hyderabad,Unknown,Unknown,Unknown,Hyderabad,Unknown,,,,1
7669,café dali,9900,23,32,$0.46,1,19,https://magicpin.in/New-Delhi/Lodhi-Colony/Restaurant/Cafe-Dali/store/1582b83,New Delhi,Delhi,India,North,New Delhi,Restaurant,,,,1
7670,cafes in dwarka,9900,19,58,$0.03,11,26,https://magicpin.in/blog/category/food-and-beverage/best-cafes-dwarka,Dwarka,Unknown,Unknown,Unknown,Dwarka,Restaurant,,,,1
7671,bombay irani cafe,9900,27,20,$0.07,4,21,https://magicpin.in/Mumbai/Manpada,,,,,,,,,,1
7672,bismillah restaurants,9900,17,90,$0.08,2,19,https://magicpin.in/New-Delhi/Zakir-Nagar/Restaurant/Bismillah-Hotel/store/606562/,New Delhi,Delhi,India,North,New Delhi,Restaurant,,,,1
7673,hazratganj social,9900,43,20,$0.40,3,20,https://magicpin.in/Lucknow/Lalbagh/Restaurant/Social-I-Caf%C3%A9,,,,,,,,,,1
7674,hauz rani,9900,32,20,$0.08,3,19,https://magicpin.in/New-Delhi/Hauz-Rani,,,,,,,,,,1
7675,harmony inn meerut,9900,32,20,$0.19,11,21,https://magicpin.in/Meerut/Shastri-Nagar/Restaurant/Hotel-Harmony-Inn/store/34ba38/menu,Meerut,Unknown,Unknown,Unknown,Meerut,Restaurant,,,,1
7676,hard rock near me,9900,15,111,$0.04,3,23,https://magicpin.in/Bangalore/Shanthala-Nagar/Restaurant/Hard-Rock-Cafe/store/58a716,Bengaluru,Unknown,Unknown,Unknown,Bengaluru,Restaurant,,,,1
7677,hard rock cafe whitefield,9900,20,42,$0.21,4,22,https://magicpin.in/Bangalore/Whitefield/Restaurant/Hard-Rock-Cafe/store/3803b4,Bengaluru,Unknown,Unknown,Unknown,Bengaluru,Restaurant,,,,1
7678,gopal das pethe wale,9900,23,42,$0.19,3,21,https://magicpin.in/Agra/Civil-Lines/Restaurant/Gopaldas-Pethe-Wale/store/365358/menu/,Agra,Unknown,Unknown,Unknown,Agra,Restaurant,,,,1
7679,gonative whitefield,9900,27,21,$0.19,4,23,https://magicpin.in/Bangalore/Mahadevapura/Fashion/Go-Native-Whitefield/store/745b9a/,Bengaluru,Unknown,Unknown,Unknown,Bengaluru,Unknown,,,,1
7680,glook the sky lounge,8100,28,21,$0.21,2,18,https://magicpin.in/Kolkata/Action-Area-1b/Restaurant/Glook-Sky-Lounge/store/370657/menu,Kolkata,Unknown,Unknown,Unknown,Kolkata,Restaurant,,,,1
7681,gayatri vihar,9900,52,20,$0.16,3,22,https://magicpin.in/Bangalore/Sadashiv-Nagar/Other/Gayatri-Vihar---Palace-Grounds-Bangalore/store/95a982,Bengaluru,Unknown,Unknown,Unknown,Bengaluru,Unknown,,,,1
7682,gangnam korean restaurant,9900,9,334,$0.02,1,23,https://magicpin.in/New-Delhi/Majnu-Ka-Tila/Restaurant/Gangnam-Korean-Restaurant/store/317492/menu/,New Delhi,Delhi,India,North,New Delhi,Restaurant,,,,1
7683,gameistry,9900,25,32,$0.63,1,25,https://magicpin.in/Chennai/Egmore/Restaurant/Gameistry/store/572a55/menu,Chennai,Unknown,Unknown,Unknown,Chennai,Restaurant,,,,1
7684,gadiraju palace convention center & hotel,9900,51,20,$0.18,10,22,https://magicpin.in/Visakhapatnam/Mvp-Colony/Restaurant/Gadiraju-Palace/store/63a927/menu/,Visakhapatnam,Unknown,Unknown,Unknown,Visakhapatnam,Restaurant,,,,1
7685,forget me not cafe,9900,14,148,$0.20,3,21,https://magicpin.in/Hyderabad/Madhapur/Restaurant/Forget-Me-Not-Cafe/store/16744b9/,Hyderabad,Unknown,Unknown,Unknown,Hyderabad,Restaurant,,,,1
7686,foodies menu,9900,14,111,$0.27,1,21,https://magicpin.in/New-Delhi/Krishna-Nagar/Restaurant/Delhi-Foodies/store/319343/menu/,New Delhi,Delhi,India,North,New Delhi,Restaurant,,,,1
7687,fnp discount coupons,9900,63,20,$0.17,95,29,https://magicpin.in/Ferns-N-Petals-offers/37575/,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
7688,family supermarket,9900,10,334,$0.17,4,19,https://magicpin.in/Bangalore/Kempapura/Grocery/Families-Supermarket/store/378176,Bengaluru,Unknown,Unknown,Unknown,Bengaluru,Unknown,,,,1
7689,indira gandhi eye hospital,9900,33,20,$0.17,4,19,https://magicpin.in/Lucknow/Indira-Nagar/Healthcare/Indra-Gandhi-Eye-Hospital/store/81c016/,Lucknow,Unknown,Unknown,Unknown,Lucknow,Unknown,,,,1
7690,imperial club of india,9900,56,20,$0.11,4,19,https://magicpin.in/New-Delhi/Vasant-Square-Mall/Entertainment/Cherish-Ballrooms-At-Imperial-Club-Of-India/store/19549c7/,New Delhi,Delhi,India,North,New Delhi,Unknown,,,,1
7691,hyderabad top pubs,9900,32,20,$0.02,1,26,https://magicpin.in/blog/category/food-and-beverage/best-pubs-hyderabad,Hyderabad,Unknown,Unknown,Unknown,Hyderabad,Unknown,,,,1
7692,house of biryan,9900,14,148,$0.23,2,21,https://magicpin.in/New-Delhi/Rajouri-Garden/Restaurant/House-Of-Biryan--Biryani,,,,,,,,,,1
7693,hotel ruchi the prince,9900,44,20,$0.13,41,20,https://magicpin.in/Mysore/Vijay-Nagar/Restaurant/Hotel-Ruchi-The-Prince/store/30098b/menu/,Mysuru,Unknown,Unknown,Unknown,Mysuru,Restaurant,,,,1
7694,hotel chennai deluxe,9900,51,20,$0.26,6,20,https://magicpin.in/Chennai/Koyambedu/Restaurant/Hotel-Chennai-Deluxe/store/1a3450,Chennai,Unknown,Unknown,Unknown,Chennai,Restaurant,,,,1
7695,vijay sales opera house,9900,14,90,$0.13,6,17,https://magicpin.in/Mumbai/Opera-House/Electronics/Vijay-Sales/store/272250/reviews/,Mumbai,Unknown,Unknown,Unknown,Mumbai,Unknown,,,,1
7696,vijay sales kalkaji,9900,18,42,$0.37,5,16,https://magicpin.in/New-Delhi/Govindpuri-Extension,,,,,,,,,,1
7697,types of purses,9900,40,20,$0.03,54,19,https://magicpin.in/blog/category/fashion/all-types-of-handbags-for-women,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
7698,tung fong kolkata,9900,19,55,$0.11,3,19,https://magicpin.in/Kolkata/Camac-Street-Area/Restaurant/Tung-Fong/store/19c220/menu/,Kolkata,Unknown,Unknown,Unknown,Kolkata,Restaurant,,,,1
7699,tonino ristorante,9900,31,20,$0.21,3,20,https://magicpin.in/New-Delhi/Andheria-Mor,,,,,,,,,,1
7700,zaatar restaurant calicut,8100,22,42,$0.21,1,19,https://magicpin.in/Kozhikode/Amalapuri/Other/Zaatar-Restaurant-Calicut/store/18ba720/,Kozhikode,Unknown,Unknown,Unknown,Kozhikode,Restaurant,,,,1
7701,wraps rolls,9900,41,20,$0.03,90,24,https://magicpin.in/Gurgaon/Baani-Square/Restaurant/Wraps-Kathi-Rolls/store/166006b/,Gurugram,Unknown,Unknown,Unknown,Gurugram,Restaurant,,,,1
7702,minakshi veg restaurant and cafe,9900,52,20,$0.08,5,22,https://magicpin.in/india/New-Delhi/Meenakshi-Garden/Restaurants/,New Delhi,Delhi,India,North,New Delhi,Restaurant,,,,1
7703,milan dhaba,9900,17,90,$0.05,1,21,https://magicpin.in/Hyderabad/Gundlapochampally/Restaurant/Milan-Dhaba-Hyderabad/store/93b600/,Hyderabad,Unknown,Unknown,Unknown,Hyderabad,Restaurant,,,,1
7704,milan chowk,8100,26,21,$0.14,1,26,https://magicpin.in/Faridabad/Sector-11/Restaurant/Milan-Sweet-House/store/4360/menu,Faridabad,Unknown,Unknown,Unknown,Faridabad,Restaurant,,,,1
7705,michinga restaurant,9900,12,195,$0.04,2,22,https://magicpin.in/Guwahati/Six-Mile/Restaurant/Michinga/store/571b89/menu,Guwahati,Unknown,Unknown,Unknown,Guwahati,Restaurant,,,,1
7706,me n u restaurant,9900,23,32,$1,3,22,https://magicpin.in/Bangalore/Bilekahalli/Restaurant/Me-N-U/store/5138b7/,Bengaluru,Unknown,Unknown,Unknown,Bengaluru,Restaurant,,,,1
7707,maurya veg,9900,18,55,$0.07,3,21,https://magicpin.in/Mysore/Jayalakhsmipuram/Restaurant/Maurya-Veg/store/c56863/,Mysuru,Unknown,Unknown,Unknown,Mysuru,Restaurant,,,,1
7708,masaledaar desi rasoi kalyan nagar,9900,32,20,$0,1,19,https://magicpin.in/Bangalore/Jayanagar/Restaurant/Masaledaar-Desi-Rasoi/store/1554315/menu/,Bengaluru,Unknown,Unknown,Unknown,Bengaluru,Restaurant,,,,1
7709,marutinandan,9900,19,58,$0.09,1,22,https://magicpin.in/Ahmedabad/Chandkheda/Restaurant/Shree-Marutinandan/store/119609/menu/,Ahmedabad,Unknown,Unknown,Unknown,Ahmedabad,Restaurant,,,,1
7710,maruti suzuki service varun motors,9900,18,55,$0.35,4,9,https://magicpin.in/Hyderabad/Kalyan-Nagar/Autocare/Maruti-Suzuki-Service-(Varun-Motors)/store/1615579/,Hyderabad,Unknown,Unknown,Unknown,Hyderabad,Unknown,,,,1
7711,mango masala restaurant ajmer,9900,22,42,$0.07,1,21,https://magicpin.in/Ajmer/Ana-Sagar-Lake/Restaurant/Mango-Masala-Restaurant/store/3cc978/menu,Ajmer,Unknown,Unknown,Unknown,Ajmer,Restaurant,,,,1
7712,mangalore sea palate,9900,19,58,$0.33,4,26,https://magicpin.in/Bangalore/Jayanagar-3Rd-Block/Restaurant/Mangalore-Sea-Palate/store/31947/,Bengaluru,Unknown,Unknown,Unknown,Bengaluru,Restaurant,,,,1
7713,malleshwaram restaurants,9900,28,21,$0.05,10,24,https://magicpin.in/india/Bangalore/Malleshwaram/Restaurant/,Bengaluru,Unknown,Unknown,Unknown,Bengaluru,Restaurant,,,,1
7714,malabar kitchen,9900,21,42,$0.05,1,22,https://magicpin.in/Hyderabad/Lingampally/Restaurant/Malabar-Kitchen/store/592302/,Hyderabad,Unknown,Unknown,Unknown,Hyderabad,Restaurant,,,,1
7715,maharaja palazzo,9900,41,20,$0.12,7,21,https://magicpin.in/Ludhiana/Dugri/Restaurant/Gourmet-Studio---Mahraja-Palazzo/store/5816ba/menu,Ludhiana,Unknown,Unknown,Unknown,Ludhiana,Restaurant,,,,1
7716,little monk,9900,50,20,$0.05,3,27,https://magicpin.in/Indore/Mr-10-Road/Restaurant/Little-Monk/store/20b34a/,Indore,Unknown,Unknown,Unknown,Indore,Restaurant,,,,1
7717,lady curzon hospital,9900,67,20,$0.41,4,18,https://magicpin.in/Bangalore/Shivajinagar/Medical/Bowring-And-Lady-Curzon-Hospital/store/1845003/,Bengaluru,Unknown,Unknown,Unknown,Bengaluru,Unknown,,,,1
7718,kunga restaurant darjeeling west bengal,9900,34,20,$0.02,1,24,https://magicpin.in/Darjeeling/Chauk-Bazaar/Restaurant/Kunga-Restaurant/store/33bbc1/menu/,Darjeeling,Unknown,Unknown,Unknown,Darjeeling,Restaurant,,,,1
7719,naaz hotel kurla,9900,30,21,$0.11,1,21,https://magicpin.in/Mumbai/Phoenix-Market-City/Restaurant/Naaz-Hotel/store/8b003/menu,Mumbai,Unknown,Unknown,Unknown,Mumbai,Restaurant,,,,1
7720,movie the glory,12100,26,23,$0,1,39,https://magicpin.in/blog/category/entertainment/glory-web-series,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
7721,tea villa cafe anna nagar,9900,18,74,$0.26,3,22,https://magicpin.in/Chennai/Anna-Nagar-East/Restaurant/Tea-Villa-Cafe/store/175776b,Chennai,Unknown,Unknown,Unknown,Chennai,Restaurant,,,,1
7722,tales of telugu kitchen and cocktails,9900,14,111,$0,1,20,https://magicpin.in/Hyderabad/Madhapur/Restaurant/Tales-Of-Telugu/store/1660903,Hyderabad,Unknown,Unknown,Unknown,Hyderabad,Restaurant,,,,1
7723,surya mahal,9900,48,20,$0.07,1,21,https://magicpin.in/Jaipur/Tonk-Road/Restaurant/Surya-Mahal-Restaurant/store/1c026/,Jaipur,Unknown,Unknown,Unknown,Jaipur,Restaurant,,,,1
7724,sulekha more,9900,11,148,$0.06,4,24,https://magicpin.in/Kolkata/Sodepur/Other/Sulekha-More/store/b0c61b/,Kolkata,Unknown,Unknown,Unknown,Kolkata,Unknown,,,,1
7725,strongest beer,12100,53,20,$0,1,21,https://magicpin.in/blog/category/food-and-beverage/best-beer-brands-in-india,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
7726,sp biryani house pune,9900,25,32,$0.07,1,22,https://magicpin.in/Pune/Sadashiv-Peth/Restaurant/SpS-Biryani-House/store/165510b/menu/,Pune,Unknown,Unknown,Unknown,Pune,Restaurant,,,,1
7727,society store,9900,17,111,$0.21,4,19,https://magicpin.in/Mumbai/Lokhandwala/Grocery/Society-Stores/store/94824,Mumbai,Unknown,Unknown,Unknown,Mumbai,Unknown,,,,1
7728,shaheed bhagat singh park,12100,12,253,$0.10,2,20,https://magicpin.in/New-Delhi/Nasirpur/Other/Shaheed-Bhagat-Singh-Park-(Nasirpur-Park)/store/b5cb5b/,New Delhi,Delhi,India,North,New Delhi,Unknown,,,,1
7729,shagun garden,9900,77,20,$0.07,3,19,https://magicpin.in/Khurai/Khurai/Hotel/Shagun-Marriage-Hall/store/1340232/?utm_source=aroundyou,Unknown,Unknown,Unknown,Unknown,Unknown,Hotel,,,,1
7730,the urban foundry pune,9900,23,42,$0.14,3,22,https://magicpin.in/Pune/Balewadi/Restaurant/The-Urban-Foundry/store/89b94/menu,Pune,Unknown,Unknown,Unknown,Pune,Restaurant,,,,1
7731,the urban foundry baner,9900,17,74,$0.14,3,19,https://magicpin.in/Pune/Balewadi/Restaurant/The-Urban-Foundry/store/89b94,Pune,Unknown,Unknown,Unknown,Pune,Restaurant,,,,1
7732,the raymond shop photos,9900,17,58,$0.19,1,28,https://magicpin.in/Bhopal/Capital-Mall/Fashion/The-Raymond-Shop/store/20c665/photos/,Bhopal,Unknown,Unknown,Unknown,Bhopal,Unknown,,,,1
7733,the library,8100,39,20,$0.09,2,18,https://magicpin.in/Jaipur/Jawahar-Circle/Restaurant/The-Library/store/572c9b/,Jaipur,Unknown,Unknown,Unknown,Jaipur,Restaurant,,,,1
7734,pvr cinema anand,9900,20,32,$0.04,1,21,https://magicpin.in/india/Anand/All/Movie-Theater/,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
7735,pune biryani house,12100,19,74,$0.41,1,22,https://magicpin.in/Pune/Baner/Restaurant/The-Biryani-House/store/2496b0/menu/,Pune,Unknown,Unknown,Unknown,Pune,Restaurant,,,,1
7736,projector for rent,9900,20,50,$0.12,40,28,https://magicpin.in/india/Bangalore/All/Projectors-On-Rent/,Bengaluru,Unknown,Unknown,Unknown,Bengaluru,Unknown,,,,1
7737,pratap lunch home fort mumbai,9900,26,32,$0.11,2,21,https://magicpin.in/Mumbai/Fort/Restaurant/Pratap-Lunch-Home/store/239c8/menu,Mumbai,Unknown,Unknown,Unknown,Mumbai,Restaurant,,,,1
7738,pizza den,9900,24,42,$0.18,3,22,https://magicpin.in/Secunderabad/S-D-Road/Restaurant/Pizza-Den/store/19a6735/,Secunderabad,Unknown,Unknown,Unknown,Secunderabad,Restaurant,,,,1
7739,patil wada,9900,29,22,$0.20,1,22,https://magicpin.in/Pune/Charholi-Khurd/Restaurant/Hotel-Patil-Wada/store/176c53a/,Pune,Unknown,Unknown,Unknown,Pune,Restaurant,,,,1
7740,pantaloons camac street,9900,18,42,$0.11,8,16,https://magicpin.in/Kolkata/22-Camac-Street-Mall/Fashion/Pantaloons-(Camac-Street,,,,,,,,,,1
7741,pali village bandra,12100,41,20,$0.14,4,20,https://magicpin.in/Mumbai/Pali-Hill/Restaurant/Pali-Village-Cafe/store/8b00a/menu/,Mumbai,Unknown,Unknown,Unknown,Mumbai,Restaurant,,,,1
7742,p k biryani,9900,18,74,$0.04,5,19,https://magicpin.in/Pune/Karve-Nagar/Restaurant/Pk-Biryani-House/store/834b9/,Pune,Unknown,Unknown,Unknown,Pune,Restaurant,,,,1
7743,opa bar,9900,39,20,$0.30,1,28,https://magicpin.in/Mumbai/Sakinaka/Restaurant/Opa!-Bar-and-Cafe---Peninsula-Grand-Hotel/store/1578c47/menu/,Mumbai,Unknown,Unknown,Unknown,Mumbai,Restaurant,,,,1
7744,one8 commune golf course road,9900,21,42,$0.09,4,26,https://magicpin.in/Gurgaon/Golf-Course-Road/Restaurant/One8-Commune,,,,,,,,,,1
7745,nothing but chicken,9900,27,32,$0.31,2,19,https://magicpin.in/Navi-Mumbai/Sector-17/Restaurant/Nbc---Nothing-But-Chicken/store/29a742/reviews/,Navi Mumbai,Unknown,Unknown,Unknown,Navi Mumbai,Restaurant,,,,1
7746,nithya amirtham nungambakkam,9900,15,58,$0.44,4,21,https://magicpin.in/Chennai/Nungambakkam/Restaurant/Nithya-Amirtham/store/1583128,Chennai,Unknown,Unknown,Unknown,Chennai,Restaurant,,,,1
7747,niros restaurant,8100,30,20,$0.13,4,21,https://magicpin.in/Jaipur/Mi-Road/Restaurant/Niros/store/1c047/,Jaipur,Unknown,Unknown,Unknown,Jaipur,Restaurant,,,,1
