No,Keyword,Volume,Position,Estimated Visits,CPC,Paid Difficulty,SEO Difficulty,Ranking URL,City,State,Country,Region,URL_Location,Category,Unknown,Remaining_data,Url_Keywords,Priority Rank
7626,bangalore sp road,8100,2,2462,$0,1,22,https://lbb.in/bangalore/electronics-market-sp-road-nagarathpete-bangalore/,Bengaluru,Unknown,Unknown,Unknown,Bengaluru,Unknown,,,,1
7627,anokhi jaipur cafe,8100,36,17,$0.19,4,23,https://lbb.in/delhi/anokhi-cafe-6d1f97/,Delhi,Delhi,India,North,Delhi,Restaurant,,,,1
7628,anokhi cafe jaipur rajasthan,8100,53,17,$0.15,4,29,https://lbb.in/delhi/anokhi-cafe-6d1f97/,Delhi,Delhi,India,North,Delhi,Restaurant,,,,1
7629,anime films top 10,8100,34,17,$0,1,58,https://lbb.in/all/best-anime-movies/,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
7630,amir mahal chennai,8100,25,21,$0.11,3,19,https://lbb.in/chennai/amir-mahal-chepauk-palace-81b633/,Chennai,Unknown,Unknown,Unknown,Chennai,Unknown,,,,1
7631,alfa store,8100,30,17,$0.44,3,37,https://lbb.in/places/Alfa-Stores-vile-parle-west-7c2c60/,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
7632,adchini,8100,15,73,$0.14,4,21,https://lbb.in/delhi/locality/adchini-delhi/,Delhi,Delhi,India,North,Delhi,Unknown,,,,1
7633,wafflesome delhi,6600,16,73,$0.09,2,21,https://lbb.in/delhi/wafflesome-punjabi-bagh-waffles/,Delhi,Delhi,India,North,Delhi,Unknown,,,,1
7634,waffles day,8100,25,34,$0,1,43,https://lbb.in/mumbai/waffles-for-INR-100-belgian-waffle-co/,Mumbai,Unknown,Unknown,Unknown,Mumbai,Unknown,,,,1
7635,vodka types in india,8100,22,34,$0,1,17,https://lbb.in/all/best-vodka-brands/,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
7636,vibhuti falls,9900,22,34,$0,1,19,https://lbb.in/bangalore/vibhooti-falls-gokarna/,Bengaluru,Unknown,Unknown,Unknown,Bengaluru,Unknown,,,,1
7637,vels innovative film city,12100,42,17,$0.10,4,32,https://lbb.in/bangalore/innovative-film-city-bangalore/,Bengaluru,Unknown,Unknown,Unknown,Bengaluru,Unknown,,,,1
7638,tourist agencies in bangalore,9900,45,17,$0.25,39,21,https://lbb.in/bangalore/travel-companies-bangalore/,Bengaluru,Unknown,Unknown,Unknown,Bengaluru,Tourism,,,,1
7639,viva panjim restaurant,8100,28,17,$0.06,2,18,https://lbb.in/goa/suwadik-7c6767/,Unknown,Goa,India,West,Unknown,Unknown,,,,1
7640,vitamins for hair growth,9900,93,17,$0.21,97,37,https://lbb.in/delhi/vitamins-for-hair-growth/,Delhi,Delhi,India,North,Delhi,Unknown,,,,1
7641,vinay marg sports complex,8100,51,17,$0.15,4,17,https://lbb.in/delhi/get-dose-everything-sports-complexes-around-delhi/,Delhi,Delhi,India,North,Delhi,Unknown,,,,1
7642,treks near bangalore,8100,29,17,$0.05,5,15,https://lbb.in/bangalore/5-easy-day-treks-kids/,Bengaluru,Unknown,Unknown,Unknown,Bengaluru,Unknown,,,,1
7643,track racing near me,8100,23,34,$0.03,1,25,https://lbb.in/chennai/best-go-karting-places-in-chennai/,Chennai,Unknown,Unknown,Unknown,Chennai,Unknown,,,,1
7644,the tree house resort in jaipur,6600,60,17,$0.19,35,24,https://lbb.in/delhi/this-rejuvenating-resort-with-lush-da4253/,Delhi,Delhi,India,North,Delhi,Hotel,,,,1
7645,tea spot near me,6600,7,788,$0.06,4,23,https://lbb.in/bangalore/tea-cafes-bangalore/,Bengaluru,Unknown,Unknown,Unknown,Bengaluru,Restaurant,,,,1
7646,suntan lotion sensitive skin,6600,69,17,$0.06,96,18,https://lbb.in/all/sunscreen-for-sensitive-skin/,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
7647,sun protection for sensitive skin,6600,84,17,$0.06,96,17,https://lbb.in/delhi/sunscreen-for-sensitive-skin/,Delhi,Delhi,India,North,Delhi,Unknown,,,,1
7648,sun cream for sensitive skin,6600,75,17,$0.06,97,31,https://lbb.in/delhi/sunscreen-for-sensitive-skin/,Delhi,Delhi,India,North,Delhi,Unknown,,,,1
7649,sports bras for large bust,9900,51,17,$0.06,100,27,https://lbb.in/delhi/best-sports-bra-for-heavy-breast/,Delhi,Delhi,India,North,Delhi,Unknown,,,,1
7650,sikandarpur near me,8100,32,17,$0,1,21,https://lbb.in/delhi/locality/sikandarpur-gurgaon/,Delhi,Delhi,India,North,Delhi,Unknown,,,,1
7651,women's dress names,6600,17,45,$0.01,23,33,https://lbb.in/delhi/types-of-dresses/,Delhi,Delhi,India,North,Delhi,Unknown,,,,1
7652,pet friendly coffee shops near me,8100,10,273,$0.04,5,23,https://lbb.in/chennai/pet-friendly-cafes-chennai/,Chennai,Unknown,Unknown,Unknown,Chennai,Restaurant,,,,1
7653,pet cafes near me,8100,26,19,$0.06,10,24,https://lbb.in/chennai/pet-friendly-cafes-chennai/,Chennai,Unknown,Unknown,Unknown,Chennai,Restaurant,,,,1
7654,panjagutta hyderabad telangana,8100,68,17,$0.20,5,26,https://lbb.in/hyderabad/things-to-do-in-punjagutta/,Hyderabad,Unknown,Unknown,Unknown,Hyderabad,Unknown,,,,1
7655,pandit jawaharlal nehru auditorium,8100,16,47,$0.10,5,18,https://lbb.in/places/Pandit-Jawaharlal-Nehru-Sanskrutik-Bhavan-shivajinagar-816030/,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
7656,painting classes near me,9900,11,207,$0.19,14,12,https://lbb.in/chennai/art-classes-chennai/,Chennai,Unknown,Unknown,Unknown,Chennai,Unknown,,,,1
7657,packet ramen,8100,35,17,$0.01,95,27,https://lbb.in/delhi/best-noodles-to-order-online/,Delhi,Delhi,India,North,Delhi,Unknown,,,,1
7658,ozone swimming,8100,10,273,$0.11,4,19,https://lbb.in/mumbai/lbbsweats-swim-olympic-size-pool-inr-100-per-day-goregaon/,Mumbai,Unknown,Unknown,Unknown,Mumbai,Unknown,,,,1
7659,north bombay sarbojanin durga puja samity,8100,6,379,$0,2,26,https://lbb.in/mumbai/north-bombay-sarbojanin-durga-samiti-6255b1/,Mumbai,Unknown,Unknown,Unknown,Mumbai,Unknown,,,,1
7660,norenj,8100,16,60,$0.17,3,22,https://lbb.in/delhi/norenj-71174b/,Delhi,Delhi,India,North,Delhi,Unknown,,,,1
7661,niacinamide benefits,8100,83,17,$0.11,14,31,https://lbb.in/all/niacinamide-benefits/,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
7662,ngma delhi,8100,41,17,$0.35,2,41,https://lbb.in/delhi/national-gallery-of-modern-art-new-delhi/,New Delhi,Delhi,India,North,New Delhi,Unknown,,,,1
7663,neora valley,8100,24,34,$0,1,29,https://lbb.in/kolkata/neora-valley-national-park-red-panda-rhododendrons-lava-kalimpong-darjeeling/,Darjeeling,Unknown,Unknown,Unknown,Darjeeling,Unknown,,,,1
7664,near swimming pool near me,8100,6,788,$0.03,11,21,https://lbb.in/delhi/swimming-pools-noida/,Delhi,Delhi,India,North,Delhi,Unknown,,,,1
7665,mumbai dabbawala,8100,31,17,$0.19,1,38,https://lbb.in/places/Mumbai-Dabbawala-Association-3bcf55/,Mumbai,Unknown,Unknown,Unknown,Mumbai,Unknown,,,,1
7666,multi cuisine restaurants,8100,9,379,$0.04,3,19,https://lbb.in/delhi/post/multi-cuisine/,Delhi,Delhi,India,North,Delhi,Unknown,,,,1
7667,makeup primer dry skin,8100,93,17,$0.03,99,25,https://lbb.in/all/best-primers-dry-skin/,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
7668,longest lasting lipsticks,8100,46,17,$0.05,99,40,https://lbb.in/hyderabad/best-lipstick-brands/,Hyderabad,Unknown,Unknown,Unknown,Hyderabad,Unknown,,,,1
7669,lipstick peach shade,8100,41,17,$0.04,98,22,https://lbb.in/mumbai/peach-lipstick-shades-for-indian-skin-tones/,Mumbai,Unknown,Unknown,Unknown,Mumbai,Unknown,,,,1
7670,levant restaurant,6600,21,34,$0.14,3,19,https://lbb.in/hyderabad/indias-first-one-of-its-634b27/,Hyderabad,Unknown,Unknown,Unknown,Hyderabad,Unknown,,,,1
7671,laundry mat near.me,8100,8,533,$0.27,24,29,https://lbb.in/delhi/laundromats-in-the-city-wash-dry-clean-clothes-fold/,Delhi,Delhi,India,North,Delhi,Unknown,,,,1
7672,lalbagh nursery plants,8100,7,207,$0.14,6,26,https://lbb.in/bangalore/best-nurseries-and-garden-centres-in-bangalore/,Bengaluru,Unknown,Unknown,Unknown,Bengaluru,Unknown,,,,1
7673,lake side cafe,6600,24,34,$0.08,1,37,https://lbb.in/pune/enhancing-life-around-good-food-03b785/,Pune,Unknown,Unknown,Unknown,Pune,Unknown,,,,1
7674,kyani & co,8100,12,159,$0.39,1,25,https://lbb.in/mumbai/the-oldest-rocking-cafe-of-e1e72b/,Mumbai,Unknown,Unknown,Unknown,Mumbai,Restaurant,,,,1
7675,kolkata pub,8100,32,17,$0.05,1,23,https://lbb.in/kolkata/post/bars-and-nightlife/,Kolkata,Unknown,Unknown,Unknown,Kolkata,Unknown,,,,1
7676,kazé bangalore,8100,17,73,$0.01,1,23,https://lbb.in/bangalore/kaze-rooftop-resto-bar-residency-road/,Bengaluru,Unknown,Unknown,Unknown,Bengaluru,Unknown,,,,1
7677,jubilee restaurants,8100,39,17,$0.06,1,20,https://lbb.in/hyderabad/what-to-eat-jubilee-hills/,Hyderabad,Unknown,Unknown,Unknown,Hyderabad,Unknown,,,,1
7678,jagdish market hyderabad,6600,16,91,$0,1,23,https://lbb.in/hyderabad/jagdish-market-151fa8/,Hyderabad,Unknown,Unknown,Unknown,Hyderabad,Unknown,,,,1
7679,hussain sagar boating point,8100,52,17,$0.10,3,35,https://lbb.in/hyderabad/hussain-sagar-things-to-do/,Hyderabad,Unknown,Unknown,Unknown,Hyderabad,Unknown,,,,1
7680,sexual products,8100,20,21,$0.13,3,28,https://lbb.in/bangalore/sexual-wellness-and-pleasure-brands-in-india/,Bengaluru,Unknown,Unknown,Unknown,Bengaluru,Unknown,,,,1
7681,saina resort mumbai,8100,23,34,$0.69,1,20,https://lbb.in/mumbai/saina-resort-512433/,Mumbai,Unknown,Unknown,Unknown,Mumbai,Hotel,,,,1
7682,rude lounge malad,8100,39,17,$0.10,2,20,https://lbb.in/mumbai/rude-lounge-powai-malad-880196/,Mumbai,Unknown,Unknown,Unknown,Mumbai,Unknown,,,,1
7683,ritchie street electronics hub,8100,32,17,$0.14,6,27,https://lbb.in/chennai/ritchie-street-01dcd9/,Chennai,Unknown,Unknown,Unknown,Chennai,Unknown,,,,1
7684,resto bar,8100,15,121,$0.16,3,21,https://lbb.in/mumbai/raising-the-bar-at-must-visit-mumbai-restobars-with-peppymusic/,Mumbai,Unknown,Unknown,Unknown,Mumbai,Unknown,,,,1
7685,ramesh dyeing in pune,9900,11,273,$0.07,2,21,https://lbb.in/pune/ramesh-dyeing-986f78/,Pune,Unknown,Unknown,Unknown,Pune,Unknown,,,,1
7686,ramesh dyeing,9900,11,207,$0.07,2,20,https://lbb.in/pune/ramesh-dyeing-986f78/,Pune,Unknown,Unknown,Unknown,Pune,Unknown,,,,1
7687,queen vs king size bed,8100,50,17,$0.15,25,17,https://lbb.in/all/king-vs-queen-bed-size/,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
7688,primer for dry skin,8100,48,17,$0.04,100,24,https://lbb.in/all/best-primers-dry-skin/,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
7689,escape room mumbai,8100,96,17,$0.17,25,18,https://lbb.in/mumbai/gaming-activities-in-mumbai/,Mumbai,Unknown,Unknown,Unknown,Mumbai,Attraction,,,,1
7690,dorabjee and sons restaurant,8100,22,34,$0.01,1,22,https://lbb.in/pune/parsi-culinary-getaway-at-dorabjees-5bd63f/,Pune,Unknown,Unknown,Unknown,Pune,Unknown,,,,1
7691,dine hill masab tank,8100,11,207,$0.05,1,21,https://lbb.in/hyderabad/dine-hill-masab-tank/,Hyderabad,Unknown,Unknown,Unknown,Hyderabad,Unknown,,,,1
7692,dine hill hyderabad,8100,12,159,$0.05,1,22,https://lbb.in/hyderabad/dine-hill-masab-tank/,Hyderabad,Unknown,Unknown,Unknown,Hyderabad,Unknown,,,,1
7693,hotels in pondicherry near beach,14800,45,17,$0.19,68,30,https://lbb.in/mumbai/top-beachfront-pondicherry-hotels/,Puducherry,Puducherry,India,South,Puducherry,Hotel,,,,1
7694,historic landmarks near me,8100,38,17,$0.06,1,29,https://lbb.in/mumbai/mumbais-historical-places/,Mumbai,Unknown,Unknown,Unknown,Mumbai,Unknown,,,,1
7695,heera panna mall,6600,10,379,$0.14,5,18,https://lbb.in/mumbai/herra-panna/,Mumbai,Unknown,Unknown,Unknown,Mumbai,Unknown,,,,1
7696,hand bags top brands,8100,56,17,$0.07,99,40,https://lbb.in/mumbai/buy-bags-mumbai-shopping/,Mumbai,Unknown,Unknown,Unknown,Mumbai,Unknown,,,,1
7697,granth book store juhu,8100,5,533,$0.15,3,20,https://lbb.in/mumbai/granth-bookstore-juhu/,Mumbai,Unknown,Unknown,Unknown,Mumbai,Unknown,,,,1
7698,furniture market delhi,8100,5,1312,$0.08,28,17,https://lbb.in/delhi/furniture-market-in-delhi/,Delhi,Delhi,India,North,Delhi,Unknown,,,,1
7699,fort mumbai,8100,21,34,$0.09,1,20,https://lbb.in/mumbai/locality/fort-mumbai/,Mumbai,Unknown,Unknown,Unknown,Mumbai,Unknown,,,,1
7700,famous biryani hyderabad,8100,53,17,$0.06,2,22,https://lbb.in/hyderabad/biriyani-in-hyderabad/,Hyderabad,Unknown,Unknown,Unknown,Hyderabad,Unknown,,,,1
7701,cafes in hyd,8100,17,73,$0.03,4,23,https://lbb.in/hyderabad/best-cafes-hyderabad/,Hyderabad,Unknown,Unknown,Unknown,Hyderabad,Restaurant,,,,1
7702,cafe warehouse connaught place,8100,35,17,$0.04,2,18,https://lbb.in/delhi/warehouse-cafe-cp/,Delhi,Delhi,India,North,Delhi,Restaurant,,,,1
7703,cafe mrp connaught place,8100,9,379,$0.10,2,18,https://lbb.in/delhi/cafe-mrp-affordable-food-drinks/,Delhi,Delhi,India,North,Delhi,Restaurant,,,,1
7704,cafe in noida,8100,29,17,$0.05,9,27,https://lbb.in/delhi/best-cafes-noida-making-us-forget-delhi-bit-bit/,Delhi,Delhi,India,North,Delhi,Restaurant,,,,1
7705,budget bars near me,8100,9,379,$0.04,5,39,https://lbb.in/mumbai/drinking-guide-to-colaba/,Mumbai,Unknown,Unknown,Unknown,Mumbai,Unknown,,,,1
7706,best for exfoliating face,8100,67,17,$0.08,100,46,https://lbb.in/all/best-exfoliating-scrub/,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
7707,backpackers hostel mumbai,8100,16,45,$0.41,59,27,https://lbb.in/mumbai/affordable-backpacker-hostels-mumbai/,Mumbai,Unknown,Unknown,Unknown,Mumbai,Unknown,,,,1
7708,amir mahal in chennai,8100,30,17,$0.11,3,13,https://lbb.in/chennai/amir-mahal-chepauk-palace-81b633/,Chennai,Unknown,Unknown,Unknown,Chennai,Unknown,,,,1
7709,ambrosia resort in pune,8100,37,17,$0.16,5,22,https://lbb.in/pune/ambrosia-resort-and-spa/,Pune,Unknown,Unknown,Unknown,Pune,Hotel,,,,1
7710,alibaug to mumbai,8100,29,17,$0.20,2,11,https://lbb.in/mumbai/car-ferry-service-mumbai-alibaug/,Mumbai,Unknown,Unknown,Unknown,Mumbai,Unknown,,,,1
7711,alhamdulillah hotel hyderabad,8100,17,60,$0.08,1,22,https://lbb.in/hyderabad/alhamdulillah-hotel-427153/,Hyderabad,Unknown,Unknown,Unknown,Hyderabad,Hotel,,,,1
7712,adventure park hyd,8100,46,17,$0.06,9,33,https://lbb.in/hyderabad/amusement-parks-hyderabad/,Hyderabad,Unknown,Unknown,Unknown,Hyderabad,Unknown,,,,1
7713,a la liberty restaurant,8100,10,207,$0.15,4,22,https://lbb.in/hyderabad/ala-liberty-ebbf89/,Hyderabad,Unknown,Unknown,Unknown,Hyderabad,Unknown,,,,1
7714,10 downing street hyderabad telangana,9900,24,21,$0.04,1,25,https://lbb.in/hyderabad/10-downing-street-1cfa9f/,Hyderabad,Unknown,Unknown,Unknown,Hyderabad,Unknown,,,,1
7715,10 downing street begumpet,12100,27,17,$0.14,3,24,https://lbb.in/hyderabad/10-downing-street-1cfa9f/,Hyderabad,Unknown,Unknown,Unknown,Hyderabad,Unknown,,,,1
7716,drive in cinema,8100,24,21,$0,1,16,https://lbb.in/delhi/drive-in-cinema-gurgaon-bollywood-special/,Delhi,Delhi,India,North,Delhi,Unknown,,,,1
7717,dinosaur world,8100,24,34,$0,1,20,https://lbb.in/hyderabad/dino-world/,Hyderabad,Unknown,Unknown,Unknown,Hyderabad,Unknown,,,,1
7718,dhaba shaba indian veg bistro,6600,18,47,$0.12,3,22,https://lbb.in/pune/dhaba-shaba-a83dfa/,Pune,Unknown,Unknown,Unknown,Pune,Unknown,,,,1
7719,delhi haat ina,8100,15,60,$0.48,2,16,https://lbb.in/delhi/what-to-find-in-dilli-haat-delhi/,Delhi,Delhi,India,North,Delhi,Unknown,,,,1
7720,decathlon sports vasant kunj,8100,40,17,$0.24,5,18,https://lbb.in/places/Decathlon-vasant-kunj-87b164/,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
7721,crossfit gym,8100,13,121,$0.14,2,19,https://lbb.in/pune/best-gyms-for-crossfit-in-pune/,Pune,Unknown,Unknown,Unknown,Pune,Unknown,,,,1
7722,chennai visiting places,8100,83,17,$0.12,8,38,https://lbb.in/chennai/chennai-tourist-places/,Chennai,Unknown,Unknown,Unknown,Chennai,Unknown,,,,1
7723,buffet at hyderabad,8100,23,34,$0.07,7,33,https://lbb.in/hyderabad/best-buffets/,Hyderabad,Unknown,Unknown,Unknown,Hyderabad,Unknown,,,,1
7724,yamuna biodiversity park,8100,44,17,$0.09,2,16,https://lbb.in/delhi/bird-watching-yamuna-biodiversity-park/,Delhi,Delhi,India,North,Delhi,Unknown,,,,1
7725,stag entry meaning,8100,23,19,$0,1,15,https://lbb.in/mumbai/stag-entries-mumbai-clubs-bars/,Mumbai,Unknown,Unknown,Unknown,Mumbai,Unknown,,,,1
7726,sri krishna gana sabha main hall,8100,27,17,$0.11,9,19,https://lbb.in/chennai/best-iconic-sabhas-margazhi-chennai/,Chennai,Unknown,Unknown,Unknown,Chennai,Unknown,,,,1
7727,skates rink,8100,11,379,$0.14,2,19,https://lbb.in/chennai/best-skater-parks-in-chennai/,Chennai,Unknown,Unknown,Unknown,Chennai,Unknown,,,,1
7728,self drive cars in chennai,8100,74,17,$0.21,50,28,https://lbb.in/chennai/self-drive-cars-in-chennai/,Chennai,Unknown,Unknown,Unknown,Chennai,Unknown,,,,1
7729,saina resort madh,8100,42,17,$0.69,1,18,https://lbb.in/mumbai/saina-resort-512433/,Mumbai,Unknown,Unknown,Unknown,Mumbai,Hotel,,,,1
7730,saanvi's,8100,28,21,$0.10,1,22,https://lbb.in/delhi/saanvis-collection-b8ea82/,Delhi,Delhi,India,North,Delhi,Unknown,,,,1
7731,royal connaught boat club,8100,9,159,$0.46,4,22,https://lbb.in/pune/the-royal-connaught-boat-club/,Pune,Unknown,Unknown,Unknown,Pune,Unknown,,,,1
7732,restaurants in south city mall,8100,12,121,$0.02,1,20,https://lbb.in/kolkata/south-city-mall-for-restaurants/,Kolkata,Unknown,Unknown,Unknown,Kolkata,Restaurant,,,,1
7733,restaurants in hyderabad madhapur,8100,15,91,$0.04,9,22,https://lbb.in/hyderabad/restaurants-madhapur-metro/,Hyderabad,Unknown,Unknown,Unknown,Hyderabad,Restaurant,,,,1
7734,restaurant on fc road,8100,13,159,$0.07,6,23,https://lbb.in/pune/the-vegetable/,Pune,Unknown,Unknown,Unknown,Pune,Unknown,,,,1
7735,ravi general store,8100,39,17,$0.07,2,19,https://lbb.in/pune/ravi-store-cab0c0/,Pune,Unknown,Unknown,Unknown,Pune,Unknown,,,,1
7736,rangoli mall food court,8100,23,26,$0.06,4,20,https://lbb.in/kolkata/things-to-do-forum-rangoli-mall/,Kolkata,Unknown,Unknown,Unknown,Kolkata,Unknown,,,,1
7737,ram ashray,8100,18,47,$0,1,21,https://lbb.in/mumbai/south-indian-delight-3a8f3a/,Mumbai,Unknown,Unknown,Unknown,Mumbai,Unknown,,,,1
7738,qutab institutional area delhi,8100,38,17,$0.11,4,19,https://lbb.in/delhi/locality/qutab-institutional-area-delhi/,Delhi,Delhi,India,North,Delhi,Unknown,,,,1
7739,qutab institutional area,8100,29,17,$0.11,4,19,https://lbb.in/delhi/locality/qutab-institutional-area-delhi/,Delhi,Delhi,India,North,Delhi,Unknown,,,,1
7740,women dresses name,8100,17,45,$0.02,23,18,https://lbb.in/delhi/types-of-dresses/,Delhi,Delhi,India,North,Delhi,Unknown,,,,1
7741,women dresses and names,8100,18,41,$0.02,25,21,https://lbb.in/delhi/types-of-dresses/,Delhi,Delhi,India,North,Delhi,Unknown,,,,1
7742,wine bar,12100,27,21,$0,1,21,https://lbb.in/mumbai/the-wine-rack/,Mumbai,Unknown,Unknown,Unknown,Mumbai,Unknown,,,,1
7743,westside gurgaon,8100,11,121,$0.04,23,17,https://lbb.in/delhi/Westside-Store-Gurgaon/,Delhi,Delhi,India,North,Delhi,Unknown,,,,1
7744,warehouse cafe delhi,8100,52,17,$0.11,2,17,https://lbb.in/places/Warehouse-Cafe-connaught-place-4be2ea/,Unknown,Unknown,Unknown,Unknown,Unknown,Restaurant,,,,1
7745,vitamins and hair growth,8100,59,17,$0.26,91,36,https://lbb.in/all/vitamins-for-hair-growth/,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
7746,vitamin to increase hair growth,8100,67,17,$0.25,80,43,https://lbb.in/delhi/vitamins-for-hair-growth/,Delhi,Delhi,India,North,Delhi,Unknown,,,,1
7747,variety of dresses,8100,15,73,$0.03,7,28,https://lbb.in/delhi/types-of-dresses/,Delhi,Delhi,India,North,Delhi,Unknown,,,,1
7748,valasaravakkam chennai,8100,51,17,$0.16,5,20,https://lbb.in/chennai/locality/valasaravakkam-chennai/,Chennai,Unknown,Unknown,Unknown,Chennai,Unknown,,,,1
7749,type of dresses,8100,9,273,$0.02,12,53,https://lbb.in/delhi/types-of-dresses/,Delhi,Delhi,India,North,Delhi,Unknown,,,,1
7750,trekking near bangalore,8100,35,17,$0.07,5,20,https://lbb.in/bangalore/5-easy-day-treks-kids/,Bengaluru,Unknown,Unknown,Unknown,Bengaluru,Unknown,,,,1
7751,tourist of andaman and nicobar islands,8100,61,17,$0.31,22,36,https://lbb.in/all/places-to-visit-in-andaman/,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
7752,timing of science city kolkata,8100,59,17,$0,1,35,https://lbb.in/kolkata/science-city-kolkata/,Kolkata,Unknown,Unknown,Unknown,Kolkata,Unknown,,,,1
7753,taki tourist spot,8100,19,60,$0,1,15,https://lbb.in/kolkata/places-to-see-taki/,Kolkata,Unknown,Unknown,Unknown,Kolkata,Unknown,,,,1
7754,sweets from kolkata,8100,55,17,$0.12,3,22,https://lbb.in/kolkata/best-sweet-shops-kolkata/,Kolkata,Unknown,Unknown,Unknown,Kolkata,Unknown,,,,1
7755,stores in orion mall bangalore,8100,19,45,$0.33,1,36,https://lbb.in/bangalore/top-stores-in-shop-orion-mall/,Bengaluru,Unknown,Unknown,Unknown,Bengaluru,Unknown,,,,1
7756,srirampuram bangalore,8100,66,17,$0.14,2,19,https://lbb.in/bangalore/locality/srirampura-bangalore/,Bengaluru,Unknown,Unknown,Unknown,Bengaluru,Unknown,,,,1
7757,makeup artist feedback,8100,44,17,$0,1,14,https://lbb.in/delhi/best-makeup-artists-in-delhi/,Delhi,Delhi,India,North,Delhi,Unknown,,,,1
7758,latin quarters,8100,15,159,$0.07,90,20,https://lbb.in/pune/latin-quarters-8e42d6/,Pune,Unknown,Unknown,Unknown,Pune,Unknown,,,,1
7759,lakeside cafe lakeside,6600,22,26,$0.03,1,26,https://lbb.in/delhi/head-to-this-lovely-cafe-be629c/,Delhi,Delhi,India,North,Delhi,Restaurant,,,,1
7760,kyani and co,8100,11,207,$0,1,30,https://lbb.in/mumbai/the-oldest-rocking-cafe-of-e1e72b/,Mumbai,Unknown,Unknown,Unknown,Mumbai,Restaurant,,,,1
7761,koramangala cafes,8100,14,159,$0.06,11,30,https://lbb.in/bangalore/kormangala-bangalore/,Bengaluru,Unknown,Unknown,Unknown,Bengaluru,Unknown,,,,1
7762,koramangala cafe,8100,23,34,$0.04,10,23,https://lbb.in/bangalore/new-cafes-koramangala-to-check-out/,Bengaluru,Unknown,Unknown,Unknown,Bengaluru,Restaurant,,,,1
7763,kitchen lighting,8100,11,159,$0.03,97,38,https://lbb.in/delhi/kitchen-lighting/,Delhi,Delhi,India,North,Delhi,Unknown,,,,1
7764,kdh dhoda shop,8100,31,17,$0.03,4,23,https://lbb.in/delhi/kishu-di-hatti-sweets-66730d/,Delhi,Delhi,India,North,Delhi,Unknown,,,,1
7765,jurasik park inn tickets,8100,24,18,$0.12,3,30,https://lbb.in/delhi/jurasik-park-inn-1a9e4b/,Delhi,Delhi,India,North,Delhi,Unknown,,,,1
7766,jack daniels whiskey price in delhi,720,8,273,$0,1,17,https://lbb.in/delhi/jack-daniels-new-price/,Delhi,Delhi,India,North,Delhi,Unknown,,,,1
7767,india shoe brands,8100,22,34,$0.16,100,26,https://lbb.in/bangalore/indian-shoe-brands-for-men/,Bengaluru,Unknown,Unknown,Unknown,Bengaluru,Unknown,,,,1
7768,hotel crescent nungambakkam,8100,32,17,$0.24,4,18,https://lbb.in/chennai/hotel-crescent-nungambakkam-6f09e4/,Chennai,Unknown,Unknown,Unknown,Chennai,Hotel,,,,1
7769,horror movie to watch,8100,53,17,$0,1,55,https://lbb.in/bangalore/top-horror-movies-to-watch-online/,Bengaluru,Unknown,Unknown,Unknown,Bengaluru,Unknown,,,,1
7770,highway indian,8100,11,159,$0,1,27,https://lbb.in/mumbai/delhi-highway-authentic-north-indian-ad33ef/,Delhi,Delhi,India,North,Delhi,Unknown,,,,1
7771,handbag top brands,8100,37,17,$0.07,100,18,https://lbb.in/mumbai/buy-bags-mumbai-shopping/,Mumbai,Unknown,Unknown,Unknown,Mumbai,Unknown,,,,1
7772,hair brushes for women,8100,40,17,$0.05,99,38,https://lbb.in/delhi/buy-hair-brush-online-based-on-hair-type/,Delhi,Delhi,India,North,Delhi,Unknown,,,,1
7773,hair brush for women,8100,32,17,$0.04,99,54,https://lbb.in/delhi/buy-hair-brush-online-based-on-hair-type/,Delhi,Delhi,India,North,Delhi,Unknown,,,,1
7774,gudiyam caves,6600,49,17,$0.08,1,19,https://lbb.in/chennai/gudiyam-caves-trekking-historic-eabc9e/,Chennai,Unknown,Unknown,Unknown,Chennai,Unknown,,,,1
7775,gravityzip,6600,17,60,$0.11,5,19,https://lbb.in/hyderabad/gravity-zip-hyderabad/,Hyderabad,Unknown,Unknown,Unknown,Hyderabad,Unknown,,,,1
7776,granth juhu,8100,8,207,$0.22,4,21,https://lbb.in/mumbai/granth-bookstore-juhu/,Mumbai,Unknown,Unknown,Unknown,Mumbai,Unknown,,,,1
7777,granth bookstore,8100,7,533,$0.15,3,20,https://lbb.in/mumbai/granth-bookstore-juhu/,Mumbai,Unknown,Unknown,Unknown,Mumbai,Unknown,,,,1
