No,Keyword,Volume,Position,Estimated Visits,CPC,Paid Difficulty,SEO Difficulty,Ranking URL
4895,udupi sri krishna bhavan bangalore,9900,5,2932,$0.45,6,21,https://www.zomato.com/bangalore/udupi-sri-krishna-bhavan-since-1926-basavanagudi-bangalore
4896,top restaurant in vadodara,18100,4,5502,$0.04,4,22,https://www.zomato.com/vadodara/dine-out
4897,tnr north city mall,12100,17,101,$0.15,10,20,https://www.zomato.com/hyderabad/tnr-food-court-suraram
4898,thick milkshake factory,18100,6,1761,$0.17,2,22,https://www.zomato.com/hyderabad/the-thickshake-factory-jubilee-hills
4899,the metropolitan hotel and spa new delhi delhi,18100,16,106,$0.78,16,39,https://www.zomato.com/ncr/restaurants/in/metropolitan-hotel-connaught-place
4900,the gt road,14800,3,5502,$0.40,8,47,https://www.zomato.com/ncr/the-gt-road-connaught-place-new-delhi
4901,nagarjuna restaurant near me,18100,6,2932,$0.34,2,11,https://www.zomato.com/bangalore/nagarjuna-since-1984-residency-road-bangalore
4902,mumbai vada pav,14800,10,848,$0,2,18,https://www.zomato.com/mumbai/delivery/dish-vada-pav
4903,momos point kamla nagar,14800,3,5502,$0,2,10,https://www.zomato.com/ncr/momos-point-kamla-nagar-new-delhi
4904,mayur vihar phase 2,18100,30,38,$0.06,1,10,https://www.zomato.com/ncr/mayur-vihar-phase-2-delhi-restaurants
4905,marriott hotel aerocity,22200,28,38,$0.68,53,46,https://www.zomato.com/ncr/restaurants/in/jw-marriott-new-delhi-aerocity
4906,restaurants with gluten free,18100,10,611,$0.37,1,20,https://www.zomato.com/ncr/restaurants?from_query=gluten%20free&gluten-free=1
4907,restaurants surat,18100,4,5502,$0.06,1,24,https://www.zomato.com/surat/dine-out
4908,prana resorts and banquet,18100,33,38,$0.20,11,21,https://www.zomato.com/pune/river-deck-cafe-by-prana-resorts-ravet
4909,pizza areas near me,18100,6,2932,$0.06,10,32,https://www.zomato.com/pizza-restaurants-near-me
4910,phase 4 gurgaon,18100,9,611,$0.25,6,24,https://www.zomato.com/ncr/dlf-phase-4-restaurants
4911,park regis in goa,18100,52,38,$0.19,32,35,https://www.zomato.com/goa/restaurants/in/park-regis-baga
4912,gluten free food restaurants,12100,8,1192,$0.11,1,36,https://www.zomato.com/ncr/restaurants?from_query=gluten%20free&gluten-free=1
4913,ghevar sweet,18100,29,43,$0.07,12,27,https://www.zomato.com/mumbai/restaurants/dish-malai-ghevar
4914,fast food restaurants and,18100,7,1761,$0.05,2,22,https://www.zomato.com/mumbai/fast-food
4915,dlf phase 4,18100,8,848,$0.15,6,20,https://www.zomato.com/ncr/dlf-phase-4-restaurants
4916,dlf club 5,12100,7,611,$0.38,17,21,https://www.zomato.com/ncr/dlf-club-5-sector-53-gurgaon
4917,deliver indian food,18100,5,2932,$0.49,1,22,https://www.zomato.com/
4918,karnataka food centre,18100,3,5502,$0.09,2,22,https://www.zomato.com/ncr/karnataka-food-centre-r-k-puram-new-delhi
4919,joshi marg,14800,30,38,$0.10,5,19,https://www.zomato.com/mumbai/joshi-house-1-worli/menu
4920,indian food for delivery,18100,8,1192,$0.32,1,42,https://www.zomato.com/patna/food-truck/indian?category=1
4921,hotel royal orchid central pune,18100,12,204,$0.24,37,22,https://www.zomato.com/pune/restaurants/in/hotel-royal-orchid-kalyani-nagar
4922,hotel polo towers,18100,32,38,$0.13,41,31,https://www.zomato.com/agartala/hotel-polo-towers-krishna-nagar-agartala
4923,hotel akshaya,14800,11,356,$0.12,2,23,https://www.zomato.com/thrissur/hotel-akshaya-puzhakkal
4924,hilton hotel agra,18100,11,271,$0.63,24,36,https://www.zomato.com/agra/restaurants/in/doubletree-by-hilton-hotel-agra-tajganj
4925,haldiram karol bagh,18100,1,5502,$0.16,11,22,https://www.zomato.com/ncr/haldirams-karol-bagh-new-delhi
4926,gurugram restaurant,18100,4,5502,$0.24,9,26,https://www.zomato.com/ncr/gurgaon-restaurants
4927,ganesh hotel,14800,4,5502,$0.18,2,23,https://www.zomato.com/mumbai/ganesh-hotel-kandivali-west
4928,best bakery,14800,10,848,$0.28,2,55,https://www.zomato.com/visakhapatnam/bakeries
4929,beatles cafe cafe delmar,18100,3,5502,$0.07,2,22,https://www.zomato.com/rishikesh/beatles-cafe-tapovan
4930,bastian bangalore,18100,3,5502,$0.24,1,24,https://www.zomato.com/bangalore/bastian-garden-city-st-marks-road-bangalore
4931,barrys sky lounge bar & kitchen,12100,3,5502,$0.22,11,19,https://www.zomato.com/bangalore/barrys-sky-lounge-kalyan-nagar-bangalore
4932,bangalore nearby resorts,27100,106,38,$0.22,94,39,https://www.zomato.com/bangalore/restaurants
4933,bang bang noodles,8100,3,5502,$0.42,4,32,https://www.zomato.com/mumbai/bang-bang-noodle-goregaon-west
4934,amethyst chennai,18100,5,1761,$0.93,1,23,https://www.zomato.com/chennai/amethyst-cafe-thousand-lights
4935,akbari gate,14800,33,38,$0.15,3,28,https://www.zomato.com/lucknow/kunafa-day-chowk
4936,daryaganj in delhi,18100,5,2932,$0.11,2,32,https://www.zomato.com/ncr/daryaganj-by-the-inventors-of-butter-chicken-and-dal-makhani-connaught-place-new-delhi
4937,camp burger,18100,1,5502,$0.07,2,24,https://www.zomato.com/pune/camp-new-burger-pune-solapur-road/order
4938,cafe flying gypsys,18100,5,1761,$0.14,2,22,https://www.zomato.com/vi/pune/cafe-flying-gypsys-shivaji-nagar?amp=1
4939,butter chicken near me,18100,6,2932,$0.15,9,13,https://www.zomato.com/jalgaon/delivery/dish-butter-chicken
4940,bopal ahmedabad,14800,19,106,$0.15,8,20,https://www.zomato.com/ahmedabad/best-bopal-restaurants
4941,best pizza near me,14800,10,611,$0.25,9,12,https://www.zomato.com/pizza-restaurants-near-me
4942,best dosa near me,14800,5,5502,$0.26,6,11,https://www.zomato.com/bangalore/delightful-dosas
4943,swiggy office address,9900,33,38,$0.03,1,19,https://www.zomato.com/deliver-food/
4944,swach south indian cafe madhapur,9900,3,5502,$0.15,6,28,https://www.zomato.com/hyderabad/swach-south-indian-cafe-madhapur
4945,soda bottle opener wala,22200,4,5502,$0,6,13,https://www.zomato.com/mumbai/sodabottleopenerwala-bandra-kurla-complex
4946,shop no 9,22200,13,204,$0.11,3,22,https://www.zomato.com/ncr/new-shop-sector-9-faridabad/order
4947,sandy's chocolate lab,18100,4,5502,$0.46,3,19,https://www.zomato.com/chennai/sandys-chocolate-laboratory-nungambakkam
4948,sairat biryani,22200,4,5502,$0.06,3,22,https://www.zomato.com/pune/restaurants/sairat-biryani-1
4949,restaurants mumbai,18100,4,5502,$0.29,7,26,https://www.zomato.com/mumbai/restaurants
4950,restaurants in koregaon park,18100,4,5502,$0.11,6,12,https://www.zomato.com/pune/koregaon-park-restaurants
4951,restaurants in kammanahalli,18100,4,5502,$0.05,11,22,https://www.zomato.com/bangalore/kammanahalli-restaurants
4952,vijay nagar indore,18100,42,38,$0.15,1,27,https://www.zomato.com/indore/vijay-nagar-restaurants
4953,thai kitchen delivery,18100,2,5502,$0.01,1,21,https://www.zomato.com/ncr/thai-kitchen-new-friends-colony-new-delhi
4954,thai cuisine delivery,12100,10,611,$0.33,1,20,https://www.zomato.com/ahmedabad/restaurants/thai?category=1
4955,take off cafe,14800,5,1192,$0.09,1,49,https://www.zomato.com/ncr/take-out-cafe-laxmi-nagar-new-delhi
4956,sweet shop near,18100,5,5502,$0.07,6,53,https://www.zomato.com/sweet-shops-near-me
4957,sweet magic,12100,8,1761,$0.14,3,37,https://www.zomato.com/hyderabad/sweet-magic-restaurant-nanakramguda
4958,strawberry chocolate,18100,10,611,$0.13,3,33,https://www.zomato.com/bangalore/restaurants/dish-strawberry-chocolate?dish_id=170209
4959,social kitchen,12100,4,5502,$0.17,4,46,https://www.zomato.com/coimbatore/social-kitchen-rs-puram
4960,snakkers,9900,8,1761,$0.25,1,21,https://www.zomato.com/chandigarh/snakkers-1-kharar-road-mohali
4961,shawarma king,14800,4,5502,$0,6,24,https://www.zomato.com/pune/shawarma-king-nigdi
4962,sector 63 a noida,18100,9,463,$0.15,7,18,https://www.zomato.com/ncr/sector-63-noida-restaurants
4963,restaurant or fast food,18100,7,2932,$0.05,2,23,https://www.zomato.com/ncr/fast-food
4964,thick shake factory,18100,7,1192,$0.08,2,19,https://www.zomato.com/hyderabad/the-thickshake-factory-jubilee-hills
4965,the paradise by tunga,18100,4,1761,$0.18,24,18,https://www.zomato.com/mumbai/ganga-the-paradise-by-tunga-mahakali
4966,old city,22200,14,204,$0.08,3,34,https://www.zomato.com/hyderabad/old-city-taste-of-hyderabad-jubilee-hills
4967,oakwood residence kapil hyderabad,22200,11,356,$0.21,42,24,https://www.zomato.com/oakleaf
4968,new irani restaurant,12100,3,5502,$0.20,8,23,https://www.zomato.com/ahmedabad/new-irani-restaurant-bhadra
4969,near by hotels for food near me,12100,4,5502,$0.05,14,72,https://www.zomato.com/restaurants-near-me
4970,near bar and restaurant near me,14800,4,5502,$0.21,14,14,https://www.zomato.com/bars-near-me
4971,ncc gate,18100,4,2932,$0.09,4,20,https://www.zomato.com/ncr/ncc-north-eastern-chinese-cafe-safdarjung-new-delhi
4972,milkshakes near me,14800,8,1192,$0.61,5,19,https://www.zomato.com/hyderabad/makers-of-milkshakes-1-pg-road-secunderabad
4973,lunch places close to me,18100,5,5502,$0.06,18,25,https://www.zomato.com/restaurants-near-me
4974,rolls 21,18100,1,5502,$0,1,38,https://www.zomato.com/bangalore/rolls-21-nagarbhavi-bangalore
4975,restaurants tirupati,14800,6,2932,$0.19,2,23,https://www.zomato.com/tirupati/restaurants
4976,restaurants in koregaon park pune,18100,4,5502,$0.04,4,24,https://www.zomato.com/pune/koregaon-park-restaurants
4977,restaurants for gluten free food,18100,5,1761,$0.37,1,20,https://www.zomato.com/ncr/restaurants?from_query=gluten%20free&gluten-free=1
4978,restaurant fast food restaurant,18100,7,1761,$0.05,2,22,https://www.zomato.com/mumbai/fast-food
4979,restaurant chandigarh,18100,4,5502,$0.07,2,26,https://www.zomato.com/chandigarh/restaurants
4980,rajasthani thali near me,18100,5,2932,$0.16,8,13,https://www.zomato.com/rajasthani-restaurants-near-me
4981,raj spanish cafe kolkata,12100,3,5502,$0.08,3,21,https://www.zomato.com/kolkata/raj-spanish-cafe-new-market-area
4982,radisson hotel delhi mg road,9900,13,204,$0.75,9,23,https://www.zomato.com/ncr/lore-radisson-hotel-mg-road-new-delhi
4983,radisson blu plaza new delhi airport,18100,21,77,$0.47,53,39,https://www.zomato.com/ncr/nyc-radisson-blu-plaza-delhi-airport-mahipalpur-new-delhi
4984,pallava ambassador chennai,18100,8,463,$0.47,28,19,https://www.zomato.com/chennai/the-society-ambassador-pallava-egmore
4985,hotel jw marriott delhi,9900,7,848,$0.63,56,44,https://www.zomato.com/ncr/restaurants/in/jw-marriott-new-delhi-aerocity
4986,hotel ambassador pallava,18100,17,101,$0.18,36,29,https://www.zomato.com/chennai/the-society-ambassador-pallava-egmore
4987,hare krishna hotel,18100,5,2932,$0.18,2,19,https://www.zomato.com/mumbai/hare-krishna-santacruz-east
4988,gopi nath market,18100,39,38,$0,1,19,"https://www.zomato.com/hi/ncr/gopi-nath-bazar-delhi-cantonment-south-west-delhi-restaurants?place_name=Gopinath%20Bazar,%20Delhi%20Cantt.&dishv2_id=39212"
4989,gopi nath bazar,9900,3,2932,$0.08,4,19,https://www.zomato.com/ncr/gopi-nath-bazar-delhi-cantonment-south-west-delhi-restaurants
4990,linghi chetty street chennai,9900,32,38,$0.34,2,22,https://www.zomato.com/chennai/n%C3%A1poje?zomato_place_id=108206
4991,lemon tree hotel manesar,18100,13,204,$0.13,16,21,https://www.zomato.com/ncr/skinners-lemon-tree-hotel-manesar-gurgaon
4992,le meridien in jaipur,18100,92,38,$0.45,49,28,https://www.zomato.com/jaipur/restaurants
4993,kerala food near me,18100,4,5502,$0.09,1,28,https://www.zomato.com/mumbai/restaurants/kerala
4994,jehan numa palace hotel,18100,9,463,$0.09,26,18,https://www.zomato.com/bhopal/restaurants/in/hotel-jehan-numa-palace-tt-nagar
4995,inda cafe,18100,7,1192,$0.05,1,22,https://www.zomato.com/kollam/inda-cafe-1-varkala/order
4996,hyatt ludhiana,18100,25,43,$1.06,32,36,https://www.zomato.com/ludhiana/kitchen-at-95-hyatt-regency-ludhiana-aggar-nagar
4997,hotel oakwood hyderabad,18100,14,164,$0.48,36,24,https://www.zomato.com/oakleaf
4998,desi vibes,14800,4,5502,$0.24,2,23,https://www.zomato.com/desivibes
4999,darshan restaurant,14800,5,2932,$0.10,3,22,https://www.zomato.com/vapi/darshan-restaurant-vapi-locality
5000,customized cakes,18100,13,271,$0.22,98,53,https://www.zomato.com/ncr/restaurants/dish-customized-cakes
5001,closest kfc,18100,23,77,$0.03,9,17,https://www.zomato.com/indore/restaurants/kfc?landmark_id=589&category=2
5002,chandni chowk pune,14800,9,611,$0,3,18,https://www.zomato.com/pune/bar?zomato_place_id=91211
5003,chandni chowk in pune,14800,23,59,$0.05,1,18,https://www.zomato.com/pune/bar?zomato_place_id=91211
5004,chalston beach resort goa,18100,9,463,$0.14,36,21,https://www.zomato.com/goa/chalston-restaurant-calangute
5005,brunch,18100,10,463,$0,1,37,https://www.zomato.com/ncr/restaurantes?brunch=1
5006,bombay house,14800,5,1761,$0,5,24,https://www.zomato.com/jaipur/bombaye-house-malviya-nagar
5007,good restaurants in vijayawada,18100,7,1761,$0.05,10,25,https://www.zomato.com/vijayawada
5008,gluten free restaurants,12100,9,848,$0.11,1,39,https://www.zomato.com/ncr/gurgaon-restaurants?from_query=gluten%20free&gluten-free=1
5009,fort restaurant,8100,4,5502,$0.10,8,23,https://www.zomato.com/mumbai/fort-restaurants
5010,food fast restaurant,18100,5,5502,$0.05,2,22,https://www.zomato.com/mumbai/fast-food
5011,fisco poolside,14800,3,5502,$0.35,2,22,https://www.zomato.com/mumbai/fisco-pool-side-vasai
5012,first international financial center,18100,6,848,$0.02,1,18,https://www.zomato.com/mumbai/restaurants/in/first-international-financial-centre-bandra-kula-complex
5013,cafe hyderabad,14800,10,1192,$0,7,25,https://www.zomato.com/hyderabad/habitat-cafe-3-banjara-hills/menu
5014,biryani house near me,14800,5,2932,$0.23,8,12,https://www.zomato.com/biryani-restaurants-near-me
5015,best eateries,18100,5,5502,$0.05,5,27,https://www.zomato.com/restaurants-near-me
5016,best coffee shop in delhi,22200,9,848,$0.32,4,13,https://www.zomato.com/ncr/coffee
5017,bellagio,18100,6,1192,$0.98,18,42,https://www.zomato.com/ncr/bellagio-sector-56-gurgaon
5018,bbq holic,18100,4,2932,$0.21,13,27,https://www.zomato.com/hyderabad/barbeque-holic-kondapur
5019,annamalai hotel pondicherry,18100,10,271,$0.16,8,21,https://www.zomato.com/puducherry/the-haveli-hotel-annamalai-international-heritage-town
5020,amethyst cafe,18100,3,5502,$0.15,1,23,https://www.zomato.com/chennai/amethyst-cafe-thousand-lights
5021,altair capella,18100,1,5502,$0.10,3,24,https://www.zomato.com/kolkata/capella-altair-boutique-hotel-sector-5-salt-lake
5022,al reem thammanam,18100,1,5502,$0,3,19,https://www.zomato.com/kochi/hotel-al-reem-vyttila
5023,takeout near me,18100,6,1761,$0.04,1,47,https://www.zomato.com/restaurants-near-me
5024,taj wellington mews,18100,25,41,$0.21,16,23,https://www.zomato.com/chennai/restaurants/in/taj-wellington-mews-chennai
5025,singh house,14800,19,135,$0.21,1,23,https://www.zomato.com/ncr/singh-chicken-house-kirti-nagar-new-delhi
5026,sikkim house kolkata,14800,27,43,$0.48,5,19,https://www.zomato.com/kolkata/the-gangtok-kitchen-tgk-park-street-area
5027,sikkim house,14800,2,5502,$0.13,5,24,https://www.zomato.com/ncr/sikkim-house-chanakyapuri-new-delhi
5028,sakura matcha bar,14800,10,848,$0.22,4,26,https://www.zomato.com/bangalore/best-matcha-spots-in-the-city
5029,pad pad thai,18100,31,38,$0.05,1,63,https://www.zomato.com/bangalore/restaurants/dish-pad-thai
5030,oz's,14800,20,59,$0,1,69,https://www.zomato.com/bangalore/oz-by-kebapci-lavelle-road-bangalore
5031,online food order,18100,6,1761,$0.25,38,27,https://www.zomato.com/ncr/order-food-online
5032,north indian food,18100,8,1761,$0.65,1,19,https://www.zomato.com/bangalore/restaurants/north-indian
5033,north india food,18100,9,1761,$0.81,1,19,https://www.zomato.com/bangalore/restaurants/north-indian
5034,neelkanth lucknow,18100,5,2932,$0.09,2,21,https://www.zomato.com/lucknow/neelkanth-sweets-gomti-nagar
5035,nearest non veg hotel,14800,4,2932,$0.10,9,12,https://www.zomato.com/restaurants-near-me
5036,nearby non veg hotel,14800,6,2932,$0.15,11,13,https://www.zomato.com/restaurants-near-me
5037,near me happy hour,18100,2,5502,$0.07,3,20,https://www.zomato.com/ncr/restoran?happyhour=1
5038,near kfc,18100,8,848,$0.13,7,20,https://www.zomato.com/indore/restaurants/kfc?landmark_id=589&category=2
5039,momos point,14800,4,5502,$0,2,23,https://www.zomato.com/ncr/momos-point-kamla-nagar-new-delhi
5040,momo point,14800,5,5502,$0,2,23,https://www.zomato.com/ncr/momos-point-kamla-nagar-new-delhi
5041,mh 43 which city,18100,33,38,$0,1,10,https://www.zomato.com/mumbai/mh-43-resto-bar-vashi-navi-mumbai
5042,linghi chetty street,9900,30,38,$0.34,2,24,https://www.zomato.com/chennai/restaurants/agarwal-bhavan?zomato_place_id=108206&category=2
5043,lemon tree kaushambi,18100,10,356,$0.30,32,21,https://www.zomato.com/ncr/citrus-cafe-lemon-tree-hotel-kaushambi-ghaziabad
5044,khyber,18100,9,1192,$0.05,10,40,https://www.zomato.com/mumbai/khyber-fort
5045,khan market khan market rabindra nagar new delhi delhi,22200,3,2932,$0.12,1,28,https://www.zomato.com/ncr/khan-market-delhi-restaurants
5046,jayanagar 3rd block bangalore,14800,44,38,$0.35,8,12,https://www.zomato.com/bangalore/jayanagar-3rd-block-east-restaurants/cafes
5047,jaipur market place,18100,61,38,$0.08,1,20,https://www.zomato.com/jaipur/restaurants
5048,japanese food,18100,12,611,$0.23,1,24,https://www.zomato.com/mumbai/restaurants/japanese
5049,irani chai near me,14800,7,1761,$0.07,5,11,https://www.zomato.com/chennai/restaurants/hyderabadi-irani-chai
5050,india food delivery,18100,4,1761,$0.62,1,64,https://www.zomato.com/
5051,imperial imperial,18100,13,204,$0,1,51,https://www.zomato.com/bangalore/imperial-restaurant-since-1954-marathahalli-bangalore
5052,hungry mrinal,6600,2,2932,$0.54,9,26,https://www.zomato.com/kochi/hungry-mrinal-1-edappally
5053,hotel palmgrove nungambakkam chennai,18100,4,1761,$0.27,8,19,https://www.zomato.com/chennai/hotel-palmgrove-menaka-nungambakkam
5054,hotel olive downtown kochi,18100,9,356,$0.21,34,21,https://www.zomato.com/kochi/restaurants/in/olive-downtown
5055,hotel kalasagar,18100,4,1761,$0.11,9,26,https://www.zomato.com/pune/hotel-kalasagar-pimpri
5056,hotel hills hosur,18100,12,204,$0.14,12,22,https://www.zomato.com/hosur/hotel-hills-hosur-locality/order
5057,hotel ganga,14800,7,611,$0.50,3,23,https://www.zomato.com/chennai/hotel-ganga-4-anna-nagar-west
5058,hot breads,27100,6,1761,$0.16,9,29,https://www.zomato.com/chennai/hot-breads-1-porur
5059,haji ali juice centre,18100,3,5502,$0,4,12,https://www.zomato.com/mumbai/haji-ali-juice-center-tardeo
5060,gopinath market,14800,4,1761,$0,1,20,https://www.zomato.com/ncr/gopi-nath-bazar-delhi-cantonment-south-west-delhi-restaurants
5061,golkonda resort in hyderabad,18100,33,38,$0.16,45,22,https://www.zomato.com/hyderabad/restaurants/in/the-golkonda-resorts-spa-gandipet
5062,gf restaurants,18100,9,848,$0.37,1,21,https://www.zomato.com/ncr/gurgaon-restaurants?from_query=gluten%20free&gluten-free=1
5063,gcc club road,18100,14,271,$0,5,20,https://www.zomato.com/mumbai/restaurants/in/gcc-hotel-club-mira-road
5064,food village,18100,9,1761,$0.13,7,23,https://www.zomato.com/chennai/food-village-injambakkam
5065,kiosk kaffee,22200,7,1761,$0,4,26,https://www.zomato.com/pune/kiosk-kaffee-shivaji-nagar
5066,garden and cafe,18100,5,5502,$0.06,2,22,https://www.zomato.com/ludhiana/garden-cafe-1-sarabha-nagar
5067,four points by sheraton ahmedabad,18100,27,39,$0.27,31,20,https://www.zomato.com/ahmedabad/the-eatery-four-points-by-sheraton-ellis-bridge
5068,food north india,18100,23,77,$0.03,1,45,https://www.zomato.com/north-indian-restaurants-near-me
5069,faridabad park plaza,18100,16,164,$0.46,21,41,https://www.zomato.com/ncr/veranda-park-plaza-sector-21-faridabad
5070,empire hsr layout,18100,1,5502,$0.15,7,21,https://www.zomato.com/bangalore/empire-restaurant-since-1966-hsr-bangalore
5071,eat punjab,14800,5,5502,$0.06,3,27,https://www.zomato.com/ahmedabad/eat-punjab-gurukul
5072,downtown noida,14800,3,5502,$0.10,2,19,https://www.zomato.com/ncr/downtown-noida-alfresco-pub-brewery-sector-62-noida
5073,dlf phase 5,18100,12,611,$0.15,5,20,https://www.zomato.com/ncr/dlf-phase-5-restaurants
5074,dlf cyber hub,18100,3,2932,$0,3,19,https://www.zomato.com/ncr/restaurants/in/cyber-hub-dlf-cyber-city
5075,distance hyderabad,18100,50,38,$0,1,46,https://www.zomato.com/hyderabad/restaurants
5076,dindigul venu biriyani,27100,9,1761,$0,5,23,https://www.zomato.com/coimbatore/dindigul-venu-biryani-1-lakshmi-mills/order
5077,diat foods,18100,11,271,$0.35,6,20,https://www.zomato.com/lucknow/diet-food-com-gomti-nagar
5078,desi tadka restaurant,18100,6,2932,$0,1,19,https://www.zomato.com/kanpur/desi-tadka-restaurant-mall-road
5079,degree coffee,18100,15,463,$0.12,5,25,https://www.zomato.com/hyderabad/kumbakonam-degree-coffee-manikonda
5080,death by chocolate,18100,2,5502,$0.19,4,20,https://www.zomato.com/bangalore/restaurants/dish-death-by-chocolate
5081,closest restaurant to my location,18100,5,5502,$0.07,14,74,https://www.zomato.com/restaurants-near-me
5082,borivali yogi nagar,18100,12,463,$0.16,4,18,https://www.zomato.com/mumbai/yogi-rudrakshi-borivali-west
5083,blr,18100,10,848,$0.25,1,38,https://www.zomato.com/bangalore/blr-brewing-co-marathahalli-bangalore
5084,baozi momos,14800,7,1761,$0,2,23,https://www.zomato.com/ncr/baozi-momos-1-subhash-nagar-new-delhi
5085,bandstand,18100,6,1192,$0,3,37,https://www.zomato.com/mumbai/bandstand-bandra-west-restaurants/bar
5086,bakery shop near to me,18100,5,5502,$0.06,15,21,https://www.zomato.com/bakeries-near-me
5087,b v k iyengar road,18100,33,38,$0.13,3,22,https://www.zomato.com/bangalore/fast-food?zomato_place_id=103766
5088,alley bowling alley,18100,5,5502,$0.08,2,19,https://www.zomato.com/hyderabad/alley-91-bowling-bar-financial-district
5089,6th floor,12100,37,38,$0.26,7,43,https://www.zomato.com/ncr/indian-at-the-6th-lodhi-road-new-delhi
5090,1559 ad restaurant udaipur,12100,3,5502,$0.07,4,25,https://www.zomato.com/udaipur/1559-ad-fateh-sagar/menu
5091,1559 ad restaurant,12100,3,5502,$0.07,4,24,https://www.zomato.com/udaipur/1559-ad-fateh-sagar/menu
5092,cafes for friends,18100,5,2932,$0.08,1,23,https://www.zomato.com/ncr/great-cafes
5093,vizag restaurants,18100,4,5502,$0.03,1,24,https://www.zomato.com/visakhapatnam/dine-out
5094,urban chowk: nikol,14800,3,2932,$0.05,3,32,https://www.zomato.com/ahmedabad/restaurants/in/urban-chowk
5095,the locals,18100,5,2932,$0.11,4,22,https://www.zomato.com/guwahati/the-locals-khanapara
5096,the local,18100,4,5502,$0.11,4,43,https://www.zomato.com/bangalore/the-local-kalyan-nagar-bangalore
5097,the living room,18100,4,5502,$0.26,4,21,https://www.zomato.com/chennai/the-living-room-anna-nagar-east
5098,thai food,18100,8,1761,$0.20,1,24,https://www.zomato.com/ncr/restaurants/thai
5099,romeo lane nagpur,9900,3,5502,$0.33,1,32,https://www.zomato.com/nagpur/romeo-lane-laxmi-nagar
5100,rg royal hotel,14800,10,356,$0.24,12,21,https://www.zomato.com/bangalore/restaurants/in/rg-royal-hotels-yeshwantpur
5101,restaurants in panjim,18100,8,848,$0.16,14,23,https://www.zomato.com/goa/best-panaji-restaurants
5102,regular size pizza,18100,28,48,$0.36,1,18,https://www.zomato.com/bangalore/dominos-pizza-1-mg-road/order
5103,radisson blu jammu,18100,25,41,$0.12,37,30,https://www.zomato.com/jammu/blu-pan-hotel-radisson-blu-channi-himmat
5104,places in east delhi,18100,5,1761,$0.06,1,22,https://www.zomato.com/ncr/east-delhi-restaurants
5105,place to have lunch near me,14800,2,5502,$0.28,15,14,https://www.zomato.com/restaurants-near-me
5106,park view,14800,11,611,$0.40,3,20,https://www.zomato.com/mumbai/park-view-mira-road
5107,pappu da dhaba,18100,4,5502,$0,1,19,https://www.zomato.com/mumbai/pappu-da-dhaba-panch-pakhadi-thane-west
5108,the vortex restaurant,18100,3,1761,$0.01,1,23,https://www.zomato.com/sk/mumbai/vortex-south-marine-lines?amp=1
5109,sweet shops near,18100,4,5502,$0.07,7,37,https://www.zomato.com/sweet-shops-near-me
5110,sammy pizza,18100,3,2932,$0.12,3,25,https://www.zomato.com/hoshiarpur/sammys-pizza-hoshiarpur-locality/order
5111,restaurants for gluten free,18100,9,848,$0.37,1,21,https://www.zomato.com/ncr/restaurants?from_query=gluten%20free&gluten-free=1
5112,restaurants close to my location,18100,4,5502,$0.07,14,70,https://www.zomato.com/restaurants-near-me
5113,restaurant and fast food,18100,5,5502,$0.05,2,22,https://www.zomato.com/mumbai/fast-food
5114,rangoli mall belur,18100,15,204,$0,2,19,https://www.zomato.com/kolkata/the-mill-belur-howrah
5115,raj's spanish cafe,12100,3,5502,$0.08,3,26,https://www.zomato.com/kolkata/raj-spanish-cafe-new-market-area
5116,pune hyatt regency,18100,12,204,$0.66,44,24,https://www.zomato.com/pune/restaurants/in/the-hyatt-regency-nagar-road
5117,pune fc road,14800,8,1761,$0,1,18,https://www.zomato.com/pune/fc-road-social-shivaji-nagar
5118,pratap da dhaba,12100,3,5502,$0.24,8,23,https://www.zomato.com/mumbai/pratap-the-dhaba-oshiwara
5119,places vadodara,18100,33,38,$0.04,3,24,https://www.zomato.com/vadodara
5120,park plaza ludhiana punjab,18100,15,164,$0.26,21,23,https://www.zomato.com/ludhiana/panorama-park-plaza-gurdev-nagar
5121,park inn by radisson surat,18100,15,106,$0.13,21,17,https://www.zomato.com/surat/rbg-park-inn-by-radisson-pal-gam
5122,park inn by radisson lajpat nagar,18100,12,204,$0.36,23,17,https://www.zomato.com/ncr/restaurants/in/park-inn-by-radisson-lajpat-nagar-4
5123,one8 commune pune,9900,3,5502,$0.46,6,23,https://www.zomato.com/pune/one8-commune-koregaon-park
5124,kipling restaurant chennai,22200,3,5502,$0.05,1,24,https://www.zomato.com/chennai/kipling-cafe-akkarai
5125,kailash parbat near me,18100,7,1761,$0.05,5,21,https://www.zomato.com/mumbai/kailash-parbat-colaba
5126,kachori near me,18100,6,2932,$0.21,5,20,https://www.zomato.com/pune/restaurants/dish-kachori
5127,jolene by the sea,18100,4,2932,$0.20,2,23,https://www.zomato.com/goa/jolene-by-the-sea-bardez
5128,jaipur ramada,18100,18,92,$0.29,60,26,https://www.zomato.com/jaipur/around-the-world-ramada-hotel-raja-park
5129,ishan pure veg,18100,3,5502,$0.42,5,20,https://www.zomato.com/pune/ishan-pure-veg-shivaji-nagar
5130,indian pune,14800,12,356,$1.07,1,62,https://www.zomato.com/pune/restaurants/modern-indian
5131,indian north food,18100,22,101,$0.03,1,47,https://www.zomato.com/hyderabad/restaurants/north-indian
5132,hyderabad chef,18100,5,2932,$0.07,3,21,https://www.zomato.com/bangalore/hyderabad-chefs-whitefield-bangalore
